ID,Title,Bids,Days Left to pid,Price,Type,Skills,Link
513,Image Data Entry Specialist,77 bids,5 days left,$18 (Avg Bid),Fixed,"Copy Typing, Data Entry, Data Processing, Excel, Virtual Assistant",https://www.freelancer.com/projects/copy-typing/image-data-entry-specialist-39354499
514,Figma Design Improvements,77 bids,5 days left,$47 (Avg Bid),Fixed,"Graphic Design, HTML, User Interface / IA, UX / User Experience, Website Design",https://www.freelancer.com/projects/graphic-design/figma-design-improvements
515,Smiley Feedback Review System,45 bids,5 days left,$30 (Avg Bid),Fixed,"HTML, JavaScript, PHP, Shopify, Website Design",https://www.freelancer.com/projects/php/smiley-feedback-review-system
516,School Admission Pamphlet and Banner Design,26 bids,5 days left,$18 (Avg Bid),Fixed,"Banner Design, Brochure Design, Graphic Design, Illustrator, Photoshop",https://www.freelancer.com/projects/graphic-design/school-admission-pamphlet-banner-design
517,Fix Google Sheets API inside an APK,30 bids,5 days left,$19 (Avg Bid),Fixed,"Dart, Flutter, Google APIs, OAuth, Reverse Engineering",https://www.freelancer.com/projects/fix-google-sheets-api-inside
518,Hebrew Integration in Video Edit,44 bids,5 days left,$29 (Avg Bid),Fixed,"Artificial Intelligence, Hebrew Translator, Video Editing, Video Production, Video Services",https://www.freelancer.com/projects/video-services/hebrew-integration-video-edit
519,YouTube Short for Product Launch,68 bids,5 days left,$98 (Avg Bid),Fixed,"Instagram, Marketing, Video Editing, Video Production, YouTube",https://www.freelancer.com/projects/video-editing/youtube-short-for-product-launch
520,Modern House Rendering with Courtyard Design,45 bids,5 days left,$37 (Avg Bid),Fixed,"3D Modelling, 3D Rendering, AutoCAD, Building Architecture, Interior Design",https://www.freelancer.com/projects/rendering/modern-house-rendering-with-courtyard
521,"B12, Diabetes, and Aging Study",58 bids,5 days left,$89 (Avg Bid),Fixed,"Report Writing, Research, Research Writing, Scientific Research, Technical Writing",https://www.freelancer.com/projects/research-writing/diabetes-aging-study
522,Playful Travel Logo Design,178 bids,5 days left,$76 (Avg Bid),Fixed,"Graphic Design, Icon Design, Illustrator, Photoshop",https://www.freelancer.com/projects/graphic-design/playful-travel-logo-design
523,Inventory Management App Development,19 bids,5 days left,$66 (Avg Bid),Fixed,"Android, Graphic Design, Mobile App Development, PHP, User Interface / IA",https://www.freelancer.com/projects/android/inventory-management-app-development
524,Group Photo Editing,65 bids,5 days left,$75 (Avg Bid),Fixed,"Graphic Design, Photo Editing, Photography, Photoshop, Photoshop Design",https://www.freelancer.com/projects/graphic-design/group-photo-editing-39354435
525,Shopify Electronics Listing Specialist,20 bids,5 days left,$16 (Avg Bid),Fixed,"Data Entry, Excel, Shopify, Shopify Templates, Website Design",https://www.freelancer.com/projects/data-entry/shopify-electronics-listing-specialist
526,Hypnosis Script and Recording -- 2,7 bids,5 days left,$23 (Avg Bid),Fixed,"Audio Production, Audio Services, Hypnotherapy, Voice Artist, Voice Talent",https://www.freelancer.com/projects/voice-talent/hypnosis-script-recording-39354418
527,Part-Time UI/UX Designer for Startup,30 bids,5 days left,$94 (Avg Bid),Fixed,"Graphic Design, Logo Design, User Interface / IA, UX / User Experience, Website Design",https://www.freelancer.com/projects/graphic-design/part-time-designer-for-startup
528,Logo for : Eszensia Marketing & Business Development,91 bids,5 days left,$28 (Avg Bid),Fixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",https://www.freelancer.com/projects/3d-design/logo-for-eszensia-marketing-business
529,Classic 6-Page Informative Booklet Design,110 bids,5 days left,$40 (Avg Bid),Fixed,"Adobe InDesign, Brochure Design, Graphic Design, Illustrator, Photoshop",https://www.freelancer.com/projects/graphic-design/classic-page-informative-booklet-design
530,Laravel AWS Deployment Specialist Needed,22 bids,5 days left,$19 (Avg Bid),Fixed,"Amazon Web Services, Laravel, Linux, MySQL, PHP",https://www.freelancer.com/projects/amazon-web-services/laravel-aws-deployment-specialist-needed
531,Telegram Plinko Bot Enhancement,24 bids,5 days left,$31 (Avg Bid),Fixed,"JavaScript, Python, Software Architecture, Solana, Typescript",https://www.freelancer.com/projects/software-architecture/telegram-plinko-bot-enhancement
532,n8n OAuth 2.0 Setup Expert,14 bids,5 days left,$27 (Avg Bid),Fixed,"Automation, n8n, Process Automation, Python",https://www.freelancer.com/projects/n8n/oauth-setup-expert
533,Fix QR Code Issue on WooCommerce,28 bids,5 days left,$26 (Avg Bid),Fixed,"CSS, HTML, PHP, WooCommerce, WordPress",https://www.freelancer.com/projects/wordpress/fix-code-issue-woocommerce
534,Genuine YouTube Subscriber Growth,12 bids,5 days left,$59 (Avg Bid),Fixed,"Facebook Marketing, Internet Marketing, Social Media Marketing, Twitter, YouTube",https://www.freelancer.com/projects/youtube/genuine-youtube-subscriber-growth
535,Website Development and Maintenance,22 bids,5 days left,$54 (Avg Bid),Fixed,"Graphic Design, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/website-development-maintenance-39354339
536,3D Animated Storyboard with AI,48 bids,5 days left,$24 (Avg Bid),Fixed,"3D Animation, Animation, Artificial Intelligence, Illustration, Video Editing",https://www.freelancer.com/projects/animation/animated-storyboard-with
537,Excel Formula Specialist Needed,130 bids,5 days left,$21 (Avg Bid),Fixed,"Accounting, Data Entry, Data Processing, Excel, Finance",https://www.freelancer.com/projects/excel/excel-formula-specialist-needed
538,Finish Esports Hub Landing Page (React/Tailwind) + Deploy (PT-ES project),71 bids,5 days left,$66 (Avg Bid),Fixed,"CSS, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/website-design/finish-esports-hub-landing-page
539,Corporate E-commerce Site Development,29 bids,5 days left,$48 (Avg Bid),Fixed,"eCommerce, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/website-design/corporate-commerce-site-development-39354274
540,Need expert wordpress developer with figma designing skills,48 bids,5 days left,$89 (Avg Bid),Fixed,"CSS, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/wordpress/need-expert-wordpress-developer-with-39354268
541,WordPress Site Enhancement,40 bids,5 days left,$83 (Avg Bid),Fixed,"Graphic Design, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/wordpress-site-enhancement-39354263
542,Website Promo Banners and Photos,35 bids,5 days left,$18 (Avg Bid),Fixed,"Banner Design, Graphic Design, Photoshop, Photoshop Design, Website Design",https://www.freelancer.com/projects/graphic-design/website-promo-banners-photos
543,Next.js Fintech MVP Bug Fix,16 bids,5 days left,$11 (Avg Bid),Fixed,"AWS Lambda, JavaScript, Next.js, React.js, Web Hosting",https://www.freelancer.com/projects/javascript/next-fintech-mvp-bug-fix
544,Turkish Text Annotation Project,31 bids,5 days left,$13 (Avg Bid),Fixed,"Audio Processing, Copywriting, English (US) Translator, Translation, Turkish Translator",https://www.freelancer.com/projects/translation/turkish-text-annotation-project
545,M&E Plan M and E plan Development for Education Project,20 bids,5 days left,$38 (Avg Bid),Fixed,"Business Analysis, Business Plans, Construction Monitoring, Research, Statistics",https://www.freelancer.com/projects/business-analysis/plan-plan-development-for-education
546,Modify Device Casing for Slide-in Rails,31 bids,5 days left,$30 (Avg Bid),Fixed,"3D Design, CAD/CAM",https://www.freelancer.com/projects/cad-cam/modify-device-casing-for-slide
547,Configure CORS for Moodle Security,28 bids,5 days left,$96 (Avg Bid),Fixed,"Moodle, PHP",https://www.freelancer.com/projects/moodle/configure-cors-for-moodle-security
548,Multimodal Sentiment Analysis with ML,8 bids,5 days left,$93 (Avg Bid),Fixed,"Image Processing, Machine Learning (ML), Sentiment Analysis, Statistical Analysis",https://www.freelancer.com/projects/statistical-analysis/multimodal-sentiment-analysis-with
549,Website Redesign and Enhancement,127 bids,5 days left,$37 (Avg Bid),Fixed,"CSS, Graphic Design, PHP, Website Design, WordPress",https://www.freelancer.com/projects/website-design/website-redesign-enhancement-39354190
550,Professional YouTube Finance Video Editor,21 bids,5 days left,$66 (Avg Bid),Fixed,"Editing, Video Editing, Video Production, Video Services, Videography",https://www.freelancer.com/projects/video-editing/professional-youtube-finance-video
551,Professional YouTube Finance Video Editor,21 bids,5 days left,$66 (Avg Bid),Fixed,"Editing, Video Editing, Video Production, Video Services, Videography",https://www.freelancer.com/projects/video-editing/professional-youtube-finance-video
552,Airline KPI Analysis and Comparison,34 bids,5 days left,$34 (Avg Bid),Fixed,"Business Analysis, SPSS Statistics, Statistical Analysis, Statistics",https://www.freelancer.com/projects/statistical-analysis/airline-kpi-analysis-comparison
553,Write Engaging Paragraph for Kids,94 bids,5 days left,$12 (Avg Bid),Fixed,"Article Writing, Content Writing, Copywriting, Creative Writing, Ghostwriting",https://www.freelancer.com/projects/articles/write-engaging-paragraph-for-kids
554,Hire Sales Executives for Banking Products,0 bids,5 days left,$7 - $18,Fixed,"Field Sales, Finance, Financial Sales, Payroll Sales, Sales",https://www.freelancer.com/projects/sales/hire-sales-executives-for-banking
555,Modern Functional Gear Cog Design,14 bids,5 days left,$78 (Avg Bid),Fixed,"CAD/CAM, Electronics, Graphic Design, PCB Layout, Product Design",https://www.freelancer.com/projects/graphic-design/modern-functional-gear-cog-design
556,Roofing Lead List Development,63 bids,5 days left,$42 (Avg Bid),Fixed,"Data Entry, Data Mining, Excel, Web Scraping, Web Search",https://www.freelancer.com/projects/web-scraping/roofing-lead-list-development
557,Minor Photoshop Edits Needed,120 bids,5 days left,$77 (Avg Bid),Fixed,"Graphic Design, Illustrator, Photo Editing, Photoshop, Photoshop Design",https://www.freelancer.com/projects/graphic-design/minor-photoshop-edits-needed
558,KVS On-Demand Encoder Setup,21 bids,5 days left,$37 (Avg Bid),Fixed,"Linux, PHP, Software Architecture, Video Broadcasting, Video Services",https://www.freelancer.com/projects/video-broadcasting/kvs-demand-encoder-setup
559,Deep Learning for Protein Homology Detection,19 bids,5 days left,$82 (Avg Bid),Fixed,"Artificial Intelligence, Bioinformatics, Deep Learning, Machine Learning (ML), Python",https://www.freelancer.com/projects/python/deep-learning-for-protein-homology
560,Catering Contract Creation,56 bids,5 days left,$28 (Avg Bid),Fixed,"Graphic Design, HTML, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/catering-contract-creation
561,Native Italian Phone Inquiry Specialist,12 bids,5 days left,$74 (Avg Bid),Fixed,"Customer Support, English (US) Translator, Italian Translator, Translation, Virtual Assistant",https://www.freelancer.com/projects/italian-translator/native-italian-phone-inquiry-specialist
562,Content Creation for Entertainment Videos,22 bids,5 days left,$74 (Avg Bid),Fixed,"Article Writing, Content Writing, Copywriting, Creative Writing, Ghostwriting",https://www.freelancer.com/projects/content-writing/content-creation-for-entertainment
563,Amazon Listing for Pickle Products,28 bids,5 days left,$26 (Avg Bid),Fixed,"Copywriting, Internet Marketing, Marketing, Product Descriptions, SEO",https://www.freelancer.com/projects/product-descriptions/amazon-listing-for-pickle-products
564,Roblox Game Launch Assistance,5 bids,5 days left,$24 (Avg Bid),Fixed,"Computer Support, Game Development",https://www.freelancer.com/projects/game-development/roblox-game-launch-assistance
565,Fusion Menu Nutritionist Needed,4 bids,5 days left,$88 (Avg Bid),Fixed,"Diet, Food Safety, Health, Menu Design, Nutrition",https://www.freelancer.com/projects/nutrition/fusion-menu-nutritionist-needed
566,Modern Logo Design for AZMARINO,183 bids,5 days left,$79 (Avg Bid),Fixed,"Business Card Design, Graphic Design, Illustrator, Logo Design, Photoshop",https://www.freelancer.com/projects/logo-design/modern-logo-design-for-azmarino
567,amTop Social Media handle,27 bids,5 days left,$79 (Avg Bid),Fixed,"Article Writing, Content Marketing, Content Writing, Editing, Social Media Marketing",https://www.freelancer.com/projects/editing/amtop-social-media-handle
568,Modern Home Design,33 bids,5 days left,$51 (Avg Bid),Fixed,"AutoCAD, Building Architecture, Graphic Design, Home Design, Interior Design",https://www.freelancer.com/projects/building-architecture/modern-home-design-39354071
569,Weekly Mall Report Compilation,39 bids,5 days left,$38 (Avg Bid),Fixed,"Audit, Business Analysis, Business Plans, Report Writing, Research Writing",https://www.freelancer.com/projects/report-writing/weekly-mall-report-compilation
570,DWG file creation based on JPG,37 bids,5 days left,$89 (Avg Bid),Fixed,"3D Modelling, 3D Rendering, AutoCAD, CAD/CAM, Engineering Drawing",https://www.freelancer.com/projects/3d-modelling/dwg-file-creation-based-jpg-39353943
571,Cartoon T-Shirt Logo Design,190 bids,5 days left,$84 (Avg Bid),Fixed,"Caricature & Cartoons, Graphic Design, Illustration, Logo Design, T-Shirts",https://www.freelancer.com/projects/graphic-design/cartoon-shirt-logo-design
572,Educational Reels Video Editor (Marathi),10 bids,5 days left,$11 (Avg Bid),Fixed,"After Effects, Animation, Video Editing, Video Production, Video Services",https://www.freelancer.com/projects/video-editing/educational-reels-video-editor-marathi
573,PDF Page Modification Needed,37 bids,5 days left,$50 (Avg Bid),Fixed,"Graphic Design, PDF, Photo Editing, Photoshop",https://www.freelancer.com/projects/pdf/pdf-page-modification-needed
574,Submit Manuscripts,37 bids,5 days left,$31 (Avg Bid),Fixed,"Book Writing, Editing, Email Handling, Proofreading, Research",https://www.freelancer.com/projects/editing/submit-true-crime-manuscripts
575,Graphic/digital rendering of Donal Trump art in the style of realism,41 bids,5 days left,$95 (Avg Bid),Fixed,"Caricature & Cartoons, Graphic Design, Illustration, Illustrator, Visual Arts",https://www.freelancer.com/projects/caricature-cartoons/graphic-digital-rendering-donal-trump
576,ماجستير في الدراسات الإسلامية أو العربية أو علم النفس,21 bids,5 days left,$21 (Avg Bid),Fixed,"Copy Typing, Data Entry, Editing, Word",https://www.freelancer.com/projects/word/project-39354014
577,SEO Product Descriptions Writer,92 bids,5 days left,$32 (Avg Bid),Fixed,"Article Writing, Content Writing, Copywriting, Product Descriptions, SEO",https://www.freelancer.com/projects/product-descriptions/seo-product-descriptions-writer
578,יצירת סרטון פרסומת משכנע,23 bids,5 days left,$21 (Avg Bid),Fixed,"Graphic Design, HTML, Logo Design, PHP, Website Design",https://www.freelancer.com/projects/graphic-design/project-39353993
579,Grow Real Indian Student Audience for Telegram and WhatsApp (Govt Job Updates Platform),7 bids,5 days left,$16 (Avg Bid),Fixed,"Android, Facebook Marketing, Internet Marketing, Mobile App Development, Sales",https://www.freelancer.com/projects/internet-marketing/grow-real-indian-student-audience
580,Create Amazon Bundled Listing,30 bids,5 days left,$21 (Avg Bid),Fixed,"Amazon Web Services, eBay, PHP, Product Descriptions, Software Architecture",https://www.freelancer.com/projects/amazon-web-services/create-amazon-bundled-listing
581,Creative Book Cover Design for Literary Travel Story (Print and Kindle Editions),17 bids,5 days left,$16 (Avg Bid),Fixed,"Adobe Illustrator, Adobe InDesign, Graphic Design, Illustrator, Photoshop",https://www.freelancer.com/projects/graphic-design/creative-book-cover-design-for
582,Business Analyst for Data Insights,26 bids,5 days left,$21 (Avg Bid),Fixed,"Business Analysis, Database Administration, Excel, Microsoft Access, SQL",https://www.freelancer.com/projects/excel/business-analyst-for-data-insights
583,Case Synthesis on Banking & Investment Fraud Detection -- 2,40 bids,5 days left,$26 (Avg Bid),Fixed,"Data Mining, Machine Learning (ML), Python, Statistical Analysis, Statistics",https://www.freelancer.com/projects/python/case-synthesis-banking-investment-fraud
584,UI/UX Redesign for App and Website,17 bids,5 days left,$30 (Avg Bid),Fixed,"Graphic Design, User Interface / IA, UX / User Experience, Website Design",https://www.freelancer.com/projects/user-interface-ia/redesign-for-app-website
585,YouTube Growth Specialist Needed,27 bids,5 days left,$72 (Avg Bid),Fixed,"Facebook Marketing, Internet Marketing, SEO, Social Media Marketing, YouTube",https://www.freelancer.com/projects/youtube/youtube-growth-specialist-needed-39353932
586,PIPEDRIVE INTEGRATION WITH GOOGLE DOCS,7 bids,5 days left,$26 (Avg Bid),Fixed,"CRM, Data Processing, Google Docs, Microsoft Word, Pipedrive",https://www.freelancer.com/projects/pipedrive/pipedrive-integration-with-google-docs
587,Tarot & Astrology Website Design,28 bids,5 days left,$91 (Avg Bid),Fixed,"Graphic Design, HTML, PHP, SEO, Website Design",https://www.freelancer.com/projects/website-design/tarot-astrology-website-design
588,Realistic Teaching Image for College Classroom -- 2,6 bids,5 days left,$11 (Avg Bid),Fixed,"Graphic Design, Illustration, Illustrator, Teaching/Lecturing",https://www.freelancer.com/projects/illustration/realistic-teaching-image-for-college
589,n8n Automation Setup for OpenPhone CRM Workflow -- 2,2 bids,5 days left,$67 (Avg Bid),Fixed,"Automation, n8n, Workflow Consulting",https://www.freelancer.com/projects/workflow-consulting/automation-setup-for-openphone-crm
590,Recruit Interns for Tech Roles - From India - Internshaala profiles Sourcing & Coldcalling,6 bids,5 days left,$95 (Avg Bid),Fixed,"LinkedIn Recruiting, Technical Recruiter",https://www.freelancer.com/projects/technical-recruiter/recruit-interns-for-tech-roles
591,Investor Sales Pitch Deck,43 bids,5 days left,$99 (Avg Bid),Fixed,"Graphic Design, Powerpoint",https://www.freelancer.com/projects/graphic-design/investor-sales-pitch-deck
592,Audio monitor on streaming radio,28 bids,5 days left,$50 (Avg Bid),Fixed,"C++ Programming, Python, Software Architecture, Windows Desktop",https://www.freelancer.com/projects/software-architecture/audio-monitor-streaming-radio
593,Design High-Capacity Parking Lot,34 bids,5 days left,$41 (Avg Bid),Fixed,"3D Modelling, 3D Rendering, AutoCAD, Building Architecture, Interior Design",https://www.freelancer.com/projects/interior-design/design-high-capacity-parking-lot
594,PDF to Word Conversion,397 bids,5 days left,$19 (Avg Bid),Fixed,"Data Entry, Graphic Design, PDF, Photoshop, Word",https://www.freelancer.com/projects/pdf/pdf-word-conversion-39353827
595,Data Scraping Expert Needed,133 bids,5 days left,$27 (Avg Bid),Fixed,"Data Entry, Data Mining, Data Processing, Excel, Web Scraping",https://www.freelancer.com/projects/web-scraping/data-scraping-expert-needed-39353826
596,Thyroid Detection with Deep Learning,22 bids,5 days left,$99 (Avg Bid),Fixed,"Data Mining, Machine Learning (ML), Python, Research, Statistics",https://www.freelancer.com/projects/python/thyroid-detection-with-deep-learning
597,Odoo Studio PDF Report Customization,16 bids,5 days left,$74 (Avg Bid),Fixed,"ERP, MySQL, PostgreSQL, Python, Software Architecture",https://www.freelancer.com/projects/python/odoo-studio-pdf-report-customization
598,Professional Instagram Reel Editing,53 bids,5 days left,$65 (Avg Bid),Fixed,"Animation, Editing, Video Editing, Video Production, Videography",https://www.freelancer.com/projects/video-editing/professional-instagram-reel-editing-39353808
599,Instagram Content Posting Specialist,78 bids,5 days left,$60 (Avg Bid),Fixed,"Content Writing, Creative Writing, Facebook Marketing, Marketing, Social Media Marketing",https://www.freelancer.com/projects/social-media-marketing/instagram-content-posting-specialist
600,Nepali Non-Fiction Prose -- 2,24 bids,5 days left,$19 (Avg Bid),Fixed,"Article Writing, Editing, Fiction, Ghostwriting, Research Writing",https://www.freelancer.com/projects/fiction/nepali-non-fiction-prose
601,Need developer to aid in simple task -- 3,11 bids,5 days left,$17 (Avg Bid),Fixed,"Android, HTML5, Mobile App Development",https://www.freelancer.com/projects/need-developer-aid-simple-task
602,Simple Copy-Paste Work – Daily 4 Hours Only (Freshers ONLY!),205 bids,5 days left,$71 (Avg Bid),Fixed,"Copy Typing, Data Entry, Data Processing, Microsoft Word, Word",https://www.freelancer.com/projects/data-processing/simple-copy-paste-work-hours
603,Google My Business Verification,5 bids,5 days left,$97 (Avg Bid),Fixed,"Google App Engine, Google Search",https://www.freelancer.com/projects/google-search/google-business-verification
604,Amazon Product Listing Without UPC/EAN barcode,40 bids,5 days left,$31 (Avg Bid),Fixed,"Amazon Web Services, Data Entry, eBay, PHP, Product Descriptions",https://www.freelancer.com/projects/ebay/amazon-product-listing-without-upc
605,Creative Content Designer for Social Media,22 bids,5 days left,$79 (Avg Bid),Fixed,"Adobe Premiere Pro, Graphic Design, Photoshop, Social Media Marketing, Video Editing",https://www.freelancer.com/projects/graphic-design/creative-content-designer-for-social
606,Graphic Designer for Custom Image Creation,20 bids,5 days left,$11 (Avg Bid),Fixed,"Graphic Design, Illustrator, Logo Design, Photoshop, Photoshop Design",https://www.freelancer.com/projects/graphic-design/graphic-designer-for-custom-image
607,AV Setup for Two-Day Show,0 bids,5 days left,$250 - $750,Fixed,"Audio Production, General Labor, Video Production",https://www.freelancer.com/projects/audio-production/setup-for-two-day-show
608,E-commerce Travel Site Mockup,24 bids,5 days left,$30 (Avg Bid),Fixed,"Graphic Design, Logo Design, Photoshop, User Interface / IA, Website Design",https://www.freelancer.com/projects/website-design/commerce-travel-site-mockup
609,SEMrush Data Extraction & SEO Dashboard,57 bids,5 days left,$30 - $250,Fixed,"Google Adwords, Google Analytics, Internet Marketing, SEO, Web Scraping",https://www.freelancer.com/projects/google-adwords/semrush-data-extraction-seo-dashboard
610,YouTube Tech Video Editing,49 bids,5 days left,$24 (Avg Bid),Fixed,"Video Editing, Video Production, Video Services",https://www.freelancer.com/projects/video-editing/youtube-tech-video-editing
611,Gender Norms Print Ad Series,142 bids,5 days left,$82 (Avg Bid),Fixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",https://www.freelancer.com/projects/graphic-design/gender-norms-print-series
612,Elderly Care Supplies Procurement Assistant,8 bids,5 days left,$19 (Avg Bid),Fixed,"International Shipping, Local Job, Odd Jobs, Packing & Shipping, Shipping Container",https://www.freelancer.com/projects/packing-shipping/elderly-care-supplies-procurement
613,Women's Western Apparel Techpack Design,83 bids,5 days left,$94 (Avg Bid),Fixed,"Covers & Packaging, Fashion Design, Fashion Modeling, Graphic Design, Product Design",https://www.freelancer.com/projects/fashion-design/women-western-apparel-techpack-design
614,TypeScript & Playwright Tutorials content writers,21 bids,5 days left,$10 (Avg Bid),Fixed,"Article Writing, Content Writing, Copywriting, Ghostwriting, Technical Writing",https://www.freelancer.com/projects/articles/typescript-playwright-tutorials-content
615,Instagram Reels editor,33 bids,5 days left,$73 (Avg Bid),Fixed,"After Effects, Instagram Marketing, Video Editing, Video Post-editing, Video Services",https://www.freelancer.com/projects/video-editing/instagram-reels-editor-39353602
616,Looking for a Video Editor for Short Storytelling Decor Videos (Similar Style to Reference),52 bids,5 days left,$23 (Avg Bid),Fixed,"After Effects, Video Editing, Video Production, Video Services",https://www.freelancer.com/projects/video-editing/looking-for-video-editor-montage
617,Sysadmin to manage server with cpanel,38 bids,5 days left,$29 (Avg Bid),Fixed,"DNS, Linux, Server, System Admin, Web Security",https://www.freelancer.com/projects/linux/sysadmin-manage-server-with-cpanel
618,Deploy Deep Learning Model on AWS,13 bids,5 days left,$13 (Avg Bid),Fixed,"Amazon Web Services, Linux, Python, Software Architecture",https://www.freelancer.com/projects/amazon-web-services/deploy-deep-learning-model-aws
619,Logo Refinement and Variation,32 bids,5 days left,$15 (Avg Bid),Fixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",https://www.freelancer.com/projects/logo-design/logo-refinement-variation
620,Dolomites Proposal Photographer Needed,0 bids,5 days left,$284 - $851,Fixed,"Photo Editing, Photography, Photoshop, Video Editing, Videography",https://www.freelancer.com/projects/photography/dolomites-proposal-photographer-needed
621,Technical Solution Infographic Design,111 bids,5 days left,$95 (Avg Bid),Fixed,"Brochure Design, Graphic Design, Infographics, Photoshop",https://www.freelancer.com/projects/graphic-design/technical-solution-infographic-design
622,ESP32-S3 Firmware Flashing with CAN UDS Bootloader,6 bids,5 days left,$12 (Avg Bid),Fixed,"Arduino, C Programming, CAN Bus, Electronics, Microcontroller",https://www.freelancer.com/projects/microcontroller/esp-firmware-flashing-with-can
623,Photo Replacement,22 bids,5 days left,$18 (Avg Bid),Fixed,"Graphic Design, Photo Editing, Photography, Photoshop, Photoshop Design",https://www.freelancer.com/projects/photoshop/photo-replacement
624,Professional Educational PowerPoint Design,47 bids,5 days left,$13 (Avg Bid),Fixed,"Brochure Design, Microsoft Exchange, Powerpoint, Presentations, Word",https://www.freelancer.com/projects/powerpoint/professional-educational-powerpoint-39353544
625,Spark Streaming & MLLib Project,2 bids,5 days left,$37 (Avg Bid),Fixed,"Apache Kafka, Apache Spark, PySpark",https://www.freelancer.com/projects/apache-kafka/spark-streaming-mllib-project
626,Fix my ssl port issues and domain forwarding on my Joomla site,54 bids,5 days left,$22 (Avg Bid),Fixed,"CSS, HTML, Joomla, PHP, Web Security",https://www.freelancer.com/projects/joomla/fix-ssl-port-issues-domain
627,Photoshop Text Editor Needed,34 bids,5 days left,$14 (Avg Bid),Fixed,"Graphic Design, Illustrator, Photo Editing, Photoshop, Photoshop Design",https://www.freelancer.com/projects/photoshop/photoshop-text-editor-needed
628,AWS Deepracer Lap Optimization Model,2 bids,5 days left,$14 (Avg Bid),Fixed,"Amazon Web Services, Cloud Computing, Elasticsearch, Google Analytics, Python",https://www.freelancer.com/projects/amazon-web-services/aws-deepracer-lap-optimization-model
629,Modern Retail Website with Email Setup,39 bids,5 days left,$84 (Avg Bid),Fixed,"eCommerce, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/website-design/modern-retail-website-with-email
630,Lead Generation & Closing Specialist Needed,11 bids,5 days left,$69 (Avg Bid),Fixed,"Internet Marketing, Lead Generation, Leads, Sales, Telemarketing",https://www.freelancer.com/projects/leads/lead-generation-closing-specialist
631,Software Tutorial Video Production,4 bids,5 days left,$16 (Avg Bid),Fixed,"Copywriting, Video Editing, Video Production, Video Services, Videography",https://www.freelancer.com/projects/video-services/software-tutorial-video-production
632,Web Designer/Developer for SEO-Optimized Websites,47 bids,5 days left,$88 (Avg Bid),Fixed,"Graphic Design, HTML, PHP, SEO, Website Design",https://www.freelancer.com/projects/website-design/web-designer-developer-for-seo
633,Pinescript Signal Debugging,41 bids,5 days left,$24 (Avg Bid),Fixed,"Automation, NinjaTrader, PHP, Pine Script",https://www.freelancer.com/projects/pine-script/pinescript-signal-debugging
634,YouTube Cinema Editor Needed,21 bids,5 days left,$66 (Avg Bid),Fixed,"After Effects, Video Editing, Video Production, Video Services, Videography",https://www.freelancer.com/projects/video-editing/youtube-cinema-editor-needed
635,Shopify E-commerce Site Creation,45 bids,5 days left,$71 (Avg Bid),Fixed,"eCommerce, HTML, Shopify, Shopping Cart Integration, Website Design",https://www.freelancer.com/projects/website-design/shopify-commerce-site-creation-39353460
636,Power BI Expert Needed,25 bids,5 days left,$19 (Avg Bid),Fixed,"Engineering, Mathematics, SPSS Statistics, Statistical Analysis, Statistics",https://www.freelancer.com/projects/statistics/power-expert-needed-39353455
637,Chinese Designer Needed for Website Redesign - Figma Experience Required,36 bids,5 days left,$70 (Avg Bid),Fixed,"Figma, User Interface / IA, UX / User Experience, Website Design",https://www.freelancer.com/projects/website-design/chinese-designer-needed-for-website
638,Google Ads Specialist Needed https://chardhamteerthyatra.com/,20 bids,5 days left,$93 (Avg Bid),Fixed,"Advertising, Facebook Marketing, Internet Marketing, Marketing, Social Media Marketing",https://www.freelancer.com/projects/internet-marketing/google-ads-specialist-needed-https
639,AI & ML LinkedIn Content Writer,41 bids,5 days left,$14 (Avg Bid),Fixed,"Article Rewriting, Article Writing, Content Writing, Copywriting, Ghostwriting",https://www.freelancer.com/projects/articles/linkedin-content-writer-39353430
640,Coinbase Security Assistance Needed,37 bids,5 days left,$27 (Avg Bid),Fixed,"3D Design, Graphic Design, Illustration, Illustrator, Logo Design",https://www.freelancer.com/projects/illustration/coinbase-security-assistance-needed
641,IRCTC Registration Automation Tool,8 bids,5 days left,$74 (Avg Bid),Fixed,"Django, MySQL, PHP, Python",https://www.freelancer.com/projects/python/irctc-registration-automation-tool
642,Minimalist Monochrome T-shirt Design,33 bids,5 days left,$15 (Avg Bid),Fixed,"Graphic Design, Logo Design, Photoshop, Photoshop Design, T-Shirts",https://www.freelancer.com/projects/tshirts/minimalist-monochrome-shirt-design-39353411
643,32 English Phrases Recording Project,72 bids,5 days left,$21 (Avg Bid),Fixed,"Audio Production, Audio Services, English (UK) Translator, English (US) Translator, Voice Talent",https://www.freelancer.com/projects/voice-talent/english-phrases-recording-project
