ID,Title,Posted,Budget,Duration,Number of Offers,Tags,Link
637,programing MQL,from 14 days,$150.00 ,5 days,4," application development , programing data base, programing web, programing  apps , programing,programming engineer",https://mostaql.com/project/1072653-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-mql
638,مبرمج قام بالعمل على web BEin و managemango,from 15 days,$150.00 ,10 days,3,"node.js, MySQL, java, programing android , programing,  application development , programing web, programing data base,programming engineer",https://mostaql.com/project/1072381-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%82%D8%A7%D9%85-%D8%A8%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%82%D8%B9-bein-%D9%88-managemango
639,مطور wordpress متمكن لcreate وdevweb إلكتروني احترافي,from 14 days,$50.00 ,3 days,11,"design web إلكتروني, wordpress, create web wordpress, devweb, programing",https://mostaql.com/project/1072602-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D8%AA%D9%85%D9%83%D9%86-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
640, application جوال للتجارة الإلكترونية,from 14 days,$100.00 ,3 days,5,"الذكاء الاصطناعي, Adobe Illustrator, الdesign الإبداعي, التدقيق اللغوي, design  applicationات, programing  applicationات أيفون, dev apps , واجهة programing  apps , testing  applicationات الجوال, programing iOS, programing  apps , design  applicationات الهواتف الذكية, design  applicationات iOS, create  application",https://mostaql.com/project/1072247-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9
641,إدارة وdevالweb -  odoo  ,from 14 days,$275.00 ,1 day,6,"design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1072527-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A3%D9%88%D8%AF%D9%88
642,برنامج دردشة صوتية,from 15 days,"$1,500.00 ",50 days,12,"design UI, design UI UX, design UX, الdesign الإبداعي, design  applicationات, design  applicationات الهواتف الذكية, adobe xd",https://mostaql.com/project/1072424-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
643,تنفيذ مشروع devنموذج ذكي تجريبي يهدف إلى تحسين الخدمات في مجمع طبي,from 14 days,$850.00 ,30 days,5,"الذكاء الاصطناعي, التعلم الآلي, programing,  application development , programing data base, programing web,programming engineer, programing  apps , flutter",https://mostaql.com/project/1072637-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D8%B0%D9%83%D9%8A-%D8%AA%D8%AC%D8%B1%D9%8A%D8%A8%D9%8A-%D9%8A%D9%87%D8%AF%D9%81-%D8%A5%D9%84%D9%89-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%AC%D9%85%D8%B9-%D8%B7%D8%A8%D9%8A
644,web و application جوال,from 14 days,"$1,000.00 ",90 days,15," application development , design web إلكتروني,programming engineer, programing  applicationات أيفون, programing android , programing iOS, programing  apps , programing web, programing",https://mostaql.com/project/1072578-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84
645,design شعار لمشروع ورشة ألمنday,from 15 days,$30.00 ,2 days,18,"photoshop, design جرافيك, design شعار, الdesign الإبداعي, تعديل الصور, Adobe Illustrator, design بوسترات",https://mostaql.com/project/1072394-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B4%D8%B9%D8%A7%D8%B1-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%88%D8%B1%D8%B4%D8%A9-%D8%A3%D9%84%D9%85%D9%86%D9%8A%D9%88%D9%85
646,منصة لشركة غير ربحية,from 15 days,"$1,000.00 ",80 days,22,"java script, CSS, PHP, python, أمن وحماية الweb, programing web, design web إلكتروني",https://mostaql.com/project/1071830-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%BA%D9%8A%D8%B1-%D8%B1%D8%A8%D8%AD%D9%8A%D8%A9
647,design وdevweb wordpress احترافي لمبادرة تمكين إنسان,from 14 days,$390.00 ,15 days,23,"wordpress, programing data base,  application development , programing web, programing, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1072654-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%84%D9%85%D8%A8%D8%A7%D8%AF%D8%B1%D8%A9-%D8%AA%D9%85%D9%83%D9%8A%D9%86-%D8%A5%D9%86%D8%B3%D8%A7%D9%86
648,devنظام حجز مواعيد للخدمات الطبية,from 14 days,"$3,750.00 ",30 days,6," application development , استكشاف الأخطاء وإصلاحها, programing android , programing iOS, kotlin, dev apps , PHP, programing, devقاعدة بيانات",https://mostaql.com/project/1072494-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%AD%D8%AC%D8%B2-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9
649, application طوارئ يرسل إشعار وweb GPS لجهات اتصال محددة iOS و Android,from 14 days,$900.00 ,60 days,13,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX",https://mostaql.com/project/1072622-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D9%8A%D8%B1%D8%B3%D9%84-%D8%A5%D8%B4%D8%B9%D8%A7%D8%B1-%D9%88%D9%85%D9%88%D9%82%D8%B9-gps-%D9%84%D8%AC%D9%87%D8%A7%D8%AA-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D9%85%D8%AD%D8%AF%D8%AF%D8%A9-ios-%D9%88-android
650,ربط عدادات للمياه والكهرباء إلكترونية بلوحة تحكم وcreate فواتير,from 14 days,$250.00 ,7 days,8,"programing web, أمن وحماية الweb, python, PHP, CSS, java script, design web إلكتروني, واجهة programing  apps , programing iOS,programming engineer, testing  programes ",https://mostaql.com/project/1046953-%D8%B1%D8%A8%D8%B7-%D8%B9%D8%AF%D8%A7%D8%AF%D8%A7%D8%AA-%D9%84%D9%84%D9%85%D9%8A%D8%A7%D9%87-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D8%A8%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D9%88%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%81%D9%88%D8%A7%D8%AA%D9%8A%D8%B1
651,بناء تقويم داخل فيجوال بيسك إكسل,from 15 days,$50.00 ,5 days,8,"مايكروسوفت إكسل,  application development ,programming engineer, مايكروسوفت أوفيس, إدخال بيانات, programing data base, معالجة البيانات, تحليل البيانات, devقاعدة بيانات, كتابة التقارير",https://mostaql.com/project/1072094-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D9%82%D9%88%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84-%D9%81%D9%8A%D8%AC%D9%88%D8%A7%D9%84-%D8%A8%D9%8A%D8%B3%D9%83-%D8%A5%D9%83%D8%B3%D9%84
652,تحسين محركات البحث مع التدقيق في المحتوى ومراجعته طبقا للثقافة السعودية,from 15 days,$30.00 ,10 days,3,"design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1072160-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D9%85%D8%AD%D8%B1%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB-%D9%85%D8%B9-%D8%A7%D9%84%D8%AA%D8%AF%D9%82%D9%8A%D9%82-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AD%D8%AA%D9%88%D9%89-%D9%88%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%AA%D9%87-%D8%B7%D8%A8%D9%82%D8%A7-%D9%84%D9%84%D8%AB%D9%82%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9
653,web wordpress مخصص لمطاعم الدايت,from 15 days,$75.00 ,4 days,16,"programing, design web إلكتروني, programing web, create web إلكتروني, devweb,  application development ,programming engineer",https://mostaql.com/project/1072184-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D8%AE%D8%B5%D8%B5-%D9%84%D9%85%D8%B7%D8%A7%D8%B9%D9%85-%D8%A7%D9%84%D8%AF%D8%A7%D9%8A%D8%AA
654,إدارة web عبايات,from 15 days,$70.00 ,2 days,16,"devweb, wordpress,  application development , programing, programing web, create web إلكتروني,  management web",https://mostaql.com/project/1072116-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%B9%D8%A8%D8%A7%D9%8A%D8%A7%D8%AA
655,design متجر سوبرماركت اون لاين يحتوي على منتجات متنوعة,from 15 days,$45.00 ,5 days,10,"HTML, CSS, java script, PHP, python, programing web, استكشاف الأخطاء وإصلاحها,  application development , design  online market,  management متاجر الإلكترونية",https://mostaql.com/project/1072346-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B3%D9%88%D8%A8%D8%B1%D9%85%D8%A7%D8%B1%D9%83%D8%AA-%D8%A7%D9%88%D9%86-%D9%84%D8%A7%D9%8A%D9%86-%D9%8A%D8%AD%D8%AA%D9%88%D9%8A-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%85%D8%AA%D9%86%D9%88%D8%B9%D8%A9
656,إجراء تعديلات برمجية على ثيمات منصة سلة باستخدام CSS و JavaScript,from 15 days,"$1,000.00 ",30 days,20,"java script, خدمة العملاء, wordpress, CSS, HTML, design web إلكتروني, design جرافيك",https://mostaql.com/project/1072187-%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%AB%D9%8A%D9%85%D8%A7%D8%AA-%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-css-%D9%88-javascript
657,مبرمج ل application نيتف وليس فلاتر الdesign جاهز وسيتم العمل على الأمور البرمجية,from 15 days,"$1,000.00 ",60 days,15,"create  application, design UI UX, design web, programing, design  online market, design  applicationات, React Native, dev apps ",https://mostaql.com/project/1072320-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%86%D9%8A%D8%AA%D9%81-%D9%88%D9%84%D9%8A%D8%B3-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D8%A7%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AC%D8%A7%D9%87%D8%B2-%D9%88%D8%B3%D9%8A%D8%AA%D9%85-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A3%D9%85%D9%88%D8%B1-%D8%A7%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A9
658,تعديل وإضافة ل application إلكتروني,from 15 days,$555.00 ,30 days,10,"flutter, PHP, React, programing  apps , واجهة programing  apps ",https://mostaql.com/project/1072302-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
659,تعديل على مشروع ريأكت,from 15 days,$75.00 ,7 days,2,"design web إلكتروني, design web, الdesign الإبداعي, design UI, design UX, programing, programing android ,  application development , programing data base",https://mostaql.com/project/1072365-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B1%D9%8A%D8%A3%D9%83%D8%AA
660,تحديث نسخة  odoo   من 14 إلى أحدث نسخة,from 15 days,$300.00 ,10 days,4,"programing data base, محاسبة, programing الخطية, التقييم المالي, design UI, ضبط الحسابات, تدريب عن بعد, java script, CSS, HTML, PHP, python, programing web, استكشاف الأخطاء وإصلاحها,  application development ",https://mostaql.com/project/1072066-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A3%D9%88%D8%AF%D9%88-%D9%85%D9%86-14-%D8%A5%D9%84%D9%89-%D8%A3%D8%AD%D8%AF%D8%AB-%D9%86%D8%B3%D8%AE%D8%A9
661,programing برنامج حسابات سحابي,from 15 days,$210.00 ,10 days,16,"programing, اللغة العربية,  application development , programing data base, programing android , programing web",https://mostaql.com/project/1072268-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D8%B3%D8%AD%D8%A7%D8%A8%D9%8A
662,تنفيذ  online market متكامل باحترافية عالية,from 15 days,$250.00 ,5 days,24,"design  online market, create  online market, programing,  application development ,programming engineer, programing web",https://mostaql.com/project/1072077-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
663,استخراج بيانات منتجات من متاجر مختلفة,from 15 days,$35.00 ,10 days,22,"web scraping,  data extraction , programing, programing web, html5, PHP, إدخال بيانات, HTML",https://mostaql.com/project/1072358-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D8%AA%D8%A7%D8%AC%D8%B1-%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9
664,حل مشاكل أرشفة الweb في Google Search Console,from 15 days,$100.00 ,7 days,1,"design web, تحليل البيانات, programing web, programing,  application development , programing android , programing data base,  management بريد الإلكتروني",https://mostaql.com/project/1072303-%D8%AD%D9%84-%D9%85%D8%B4%D8%A7%D9%83%D9%84-%D8%A3%D8%B1%D8%B4%D9%81%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%81%D9%8A-google-search-console
665,تفعيل وربط  application android  بلغة c#,from 15 days,$50.00 ,1 day,4,"C# Programming, programing android , android  ستوديو, programing  apps , dev apps , Restful API,  application development ",https://mostaql.com/project/1072308-%D8%AA%D9%81%D8%B9%D9%8A%D9%84-%D9%88%D8%B1%D8%A8%D8%B7-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D9%84%D8%BA%D8%A9-c
666,خبير next js يحسن الأداء للweb ويعالج المشاكل,from 15 days,$75.00 ,3 days,9,"HTML, CSS, PHP, programing android , programing, programing data base",https://mostaql.com/project/1072234-%D8%AE%D8%A8%D9%8A%D8%B1-next-js-%D9%8A%D8%AD%D8%B3%D9%86-%D8%A7%D9%84%D8%A3%D8%AF%D8%A7%D8%A1-%D9%84%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%B9%D8%A7%D9%84%D8%AC-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%83%D9%84
667,بوت حجز تذاكر وي بوك,from 15 days,$275.00 ,4 days,2,"programing, programing web, create web إلكتروني, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1072316-%D8%A8%D9%88%D8%AA-%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1-%D9%88%D9%8A-%D8%A8%D9%88%D9%83
668,رسم مضلعات Polygon على الخريطة لتحديد مناطق معين فقط,from 15 days,$150.00 ,2 days,8,"java script, programing, programing web,programming engineer,  application development , دوت نت فريموورك, ASP.NET Core, ASP.NET MVC, ASP.NET, C# Programming",https://mostaql.com/project/1072289-%D8%B1%D8%B3%D9%85-%D9%85%D8%B6%D9%84%D8%B9%D8%A7%D8%AA-polygon-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AE%D8%B1%D9%8A%D8%B7%D8%A9-%D9%84%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D9%85%D8%B9%D9%8A%D9%86-%D9%81%D9%82%D8%B7
669,مستقل لمشروع التجارة الإلكترونية الشاملة المتكاملة,from 15 days,$700.00 ,15 days,16,"الذكاء الاصطناعي, java script, programing  apps , ضبط الحسابات,  management متاجر الإلكترونية, محاسبة, design موشن جرافيك, design web إلكتروني, الكتابة على الإنترنت, programing,  application development , devweb, design web, programing web",https://mostaql.com/project/1056658-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D8%A7%D9%84%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84%D8%A9
670,devweb إلكتروني لشركة محاماة,from 15 days,$500.00 ,20 days,25," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1072096-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D9%85%D8%AD%D8%A7%D9%85%D8%A7%D8%A9
671,devواجهة webين (منصة سلة),from 15 days,$300.00 ,7 days,13,"photoshop, design جرافيك, الdesign الإبداعي, design شعار, design إعلان, Adobe Illustrator, تعديل الصور, design بوسترات, design بنرات, design web إلكتروني, CSS",https://mostaql.com/project/1072122-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D9%88%D9%82%D8%B9%D9%8A%D9%86-%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9
672,مستقل محترف لاستكمال مشروع web تعليمي قيد التنفيذ,from 15 days,"$1,300.00 ",20 days,14,"الdesign الإبداعي, الذكاء الاصطناعي, design web إلكتروني, create web إلكتروني, design UI UX, python,  application development , devالألعاب, programing web, devweb, design جرافيك, التعلم الآلي",https://mostaql.com/project/1065080-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%A7%D8%B3%D8%AA%D9%83%D9%85%D8%A7%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%82%D9%8A%D8%AF-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0
673,بوت تذاكر لweb webook,from 15 days,"$5,000.00 ",2 days,7,"programing,programming engineer, programing iOS, flutter, programing  applicationات أيفون, programing  apps , programing web, programing data base,  application development , programing android ",https://mostaql.com/project/1072304-%D8%A8%D9%88%D8%AA-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1-%D9%84%D9%85%D9%88%D9%82%D8%B9-webook
674,تأمين خلايا محددة في الإكسل,from 15 days,$25.00 ,1 day,32,"مايكروسوفت إكسل, مايكروسوفت أوفيس, programing,  application development ,programming engineer, حل المشكلات, dev apps ",https://mostaql.com/project/1072108-%D8%AA%D8%A3%D9%85%D9%8A%D9%86-%D8%AE%D9%84%D8%A7%D9%8A%D8%A7-%D9%85%D8%AD%D8%AF%D8%AF%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A5%D9%83%D8%B3%D9%84
675, application صوتي ولايف,from 15 days,"$1,900.00 ",60 days,8,"programing, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1072165-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D9%88%D9%84%D8%A7%D9%8A%D9%81
676,web الكترونى لمركز طبي,from 16 days,$150.00 ,5 days,49,"design web إلكتروني, design web, الdesign الإبداعي, design UI, design UX",https://mostaql.com/project/1071959-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%89-%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D8%B7%D8%A8%D9%8A
677,programing  online market بالكامل,from 16 days,$600.00 ,50 days,39,"programing, create web إلكتروني, أمن وحماية الweb, python, PHP, CSS, java script, programing web",https://mostaql.com/project/1071901-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84
678,المساعدة على إستعادة حساب icloud,from 16 days,$600.00 ,7 days,7," application development ,programming engineer, testing  programes , تعلم programing, programing الخطية, أنظمة مدمجة, programing, تصحيح برمجي, programing  apps , programing web",https://mostaql.com/project/1071990-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-%D8%A5%D8%B3%D8%AA%D8%B9%D8%A7%D8%AF%D8%A9-%D8%AD%D8%B3%D8%A7%D8%A8-icloud
679,إعداد بوت إحترافي عبر ManyChat وربطه بجميع منصات التواصل (WhatsApp – Instagram – Facebook),from 16 days,$350.00 ,7 days,8,"programing, programing data base,  application development ,programming engineer, programing web, programing  apps , الروبوتات",https://mostaql.com/project/1071756-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A8%D9%88%D8%AA-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D8%A8%D8%B1-manychat-%D9%88%D8%B1%D8%A8%D8%B7%D9%87-%D8%A8%D8%AC%D9%85%D9%8A%D8%B9-%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-whatsapp-instagram-facebook
680,design web إلكتروني,from 16 days,$88.00 ,2 days,16,"java script, CSS, PHP, python, أمن وحماية الweb, create web إلكتروني, programing web, programing, design web إلكتروني, devweb",https://mostaql.com/project/1071880-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
681,Api task,from 15 days,$29.00 ,2 days,6,"programing, واجهة programing  apps , programing web",https://mostaql.com/project/1072038-api-task
682,منصة نشر كورسات عربية جاهزة  application وداشبورد,from 16 days,$324.50 ,3 days,2,"design  applicationات, programing  apps , create  application, dev apps , programing iOS, design  applicationات iOS, testing  applicationات الجوال, programing  applicationات أيفون, واجهة programing  apps , design  applicationات الهواتف الذكية, programing, flutter",https://mostaql.com/project/1071735-%D9%85%D9%86%D8%B5%D8%A9-%D9%86%D8%B4%D8%B1-%D9%83%D9%88%D8%B1%D8%B3%D8%A7%D8%AA-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%AC%D8%A7%D9%87%D8%B2%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D8%AF%D8%A7%D8%B4%D8%A8%D9%88%D8%B1%D8%AF
683,مستقل محترف Full stack developer,from 16 days,$400.00 ,30 days,17,"design web إلكتروني, programing web, devweb, design web, خدمات web, devwebالكامل",https://mostaql.com/project/1071755-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-full-stack-developer
684,مختص وردبريس,from 15 days,$50.00 ,1 day,7,"wordpress, programing, programing web",https://mostaql.com/project/1072027-%D9%85%D8%AE%D8%AA%D8%B5-%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3
685,تثبيت وتشغيل proxmox,from 15 days,$137.50 ,1 day,2,"cloud computing, خدمات web, إدارة data base",https://mostaql.com/project/1072013-%D8%AA%D8%AB%D8%A8%D9%8A%D8%AA-%D9%88%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-proxmox
686,محاسب Odoo بدوام جزئي,from 16 days,$100.00 ,5 days,13,"محاسبة,  odoo  , programing android ,  application development , programing data base, programing",https://mostaql.com/project/1071687-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8-odoo-%D8%A8%D8%AF%D9%88%D8%A7%D9%85-%D8%AC%D8%B2%D8%A6%D9%8A
687,create drop pages,from 16 days,$30.00 ,1 day,77,"design صفحات الهبوط, create drop pages, design UX, design web إلكتروني, create web إلكتروني, PHP, java script, HTML, CSS, html5, design UI",https://mostaql.com/project/1071961-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
