,Title,Posted,Budget,Duration(Days),number of offers,Link,Category_English,Category_Arabic
697,تصميم تطبيق على جوجل بلاي و آب ستور,2025-05-16,1750.0,30.0,17,https://mostaql.com/project/1082624-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D9%84%D8%A7%D9%8A-%D9%88-%D8%A2%D8%A8-%D8%B3%D8%AA%D9%88%D8%B1,Artificial Intelligence,الذكاء الاصطناعي
698,برمجة تطبيق صالونات نسائية,2025-05-16,375.0,15.0,1,https://mostaql.com/project/1082656-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B5%D8%A7%D9%84%D9%88%D9%86%D8%A7%D8%AA-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9,Artificial Intelligence,الذكاء الاصطناعي
699,حل مشكلة أرشفة في الموقع وتحسين ظهور الموقع في محركات البحث,2025-05-16,375.0,30.0,17,https://mostaql.com/project/1082818-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A3%D8%B1%D8%B4%D9%81%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%B8%D9%87%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%81%D9%8A-%D9%85%D8%AD%D8%B1%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB,Web Development,تطوير الويب
700,استخراج وجمع وتحليل بيانات للوحات إعلانية خارجية,2025-05-16,37.5,10.0,7,https://mostaql.com/project/1082475-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%88%D8%AC%D9%85%D8%B9-%D9%88%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%84%D9%84%D9%88%D8%AD%D8%A7%D8%AA-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9,Web Development,تطوير الويب
701,مبرمج Laravel خبير في JavaScript,2025-05-16,37.5,2.0,11,https://mostaql.com/project/1082466-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-laravel-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-javascript,Web Development,تطوير الويب
702,تطبيق Taxi - Rimcar,2025-05-16,1750.0,30.0,13,https://mostaql.com/project/1082376-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-taxi-rimcar,Mobile Development,تطوير الهاتف المحمول
703,تعديل مشهد 12 ثانيه 3d على مايا,2025-05-16,75.0,5.0,9,https://mostaql.com/project/1082390-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D9%87%D8%AF-12-%D8%AB%D8%A7%D9%86%D9%8A%D9%87-3d-%D8%B9%D9%84%D9%89-%D9%85%D8%A7%D9%8A%D8%A7,Web Development,تطوير الويب
704,تطبيق مشابه لتطبيق إحسان,2025-05-16,750.0,20.0,39,https://mostaql.com/project/1082602-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%AD%D8%B3%D8%A7%D9%86,Web Development,تطوير الويب
705,اكمال و تحسين نموذج n8n workflow,2025-05-16,37.5,2.0,2,https://mostaql.com/project/1082388-%D8%A7%D9%83%D9%85%D8%A7%D9%84-%D9%88-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D9%86%D9%85%D9%88%D8%B0%D8%AC-n8n-workflow,Data Analysis,تحليل البيانات
706,عمل تطبيق تنظيم زيارات لمواقع سياحية,2025-05-16,175.0,10.0,34,https://mostaql.com/project/1082394-%D8%B9%D9%85%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%B2%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%B3%D9%8A%D8%A7%D8%AD%D9%8A%D8%A9,Web Development,تطوير الويب
707,برنامج خدمة صف السيارات,2025-05-16,375.0,3.0,15,https://mostaql.com/project/1082205-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%AE%D8%AF%D9%85%D8%A9-%D8%B5%D9%81-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
708,مطور Front-End لمنصة تعليم إلكتروني,2025-05-16,750.0,14.0,20,https://mostaql.com/project/1082519-%D9%85%D8%B7%D9%88%D8%B1-front-end-%D9%84%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
709,مستقل محترف في Zoho One (ERP) ومنصة Twilio (WhatsApp Business),2025-05-16,75.0,3.0,39,https://mostaql.com/project/1082498-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%81%D9%8A-zoho-one-erp-%D9%88%D9%85%D9%86%D8%B5%D8%A9-twilio-whatsapp-business,Artificial Intelligence,الذكاء الاصطناعي
710,إنشاء موقع ووردبريس (كوبونات خصم),2025-05-16,175.0,30.0,2,https://mostaql.com/project/1082371-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%83%D9%88%D8%A8%D9%88%D9%86%D8%A7%D8%AA-%D8%AE%D8%B5%D9%85,Web Development,تطوير الويب
711,إضافة خاصية بحث متقدم في سلة (ثيم رائد) وتحسين البروفورمانس,2025-05-16,37.5,2.0,19,https://mostaql.com/project/1082424-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%AE%D8%A7%D8%B5%D9%8A%D8%A9-%D8%A8%D8%AD%D8%AB-%D9%85%D8%AA%D9%82%D8%AF%D9%85-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9-%D8%AB%D9%8A%D9%85-%D8%B1%D8%A7%D8%A6%D8%AF-%D9%88%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D8%A8%D8%B1%D9%88%D9%81%D9%88%D8%B1%D9%85%D8%A7%D9%86%D8%B3,Web Development,تطوير الويب
712,مستقل خبير في منصة هاي لفل,2025-05-16,175.0,30.0,10,https://mostaql.com/project/1082576-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D9%85%D9%86%D8%B5%D8%A9-%D9%87%D8%A7%D9%8A-%D9%84%D9%81%D9%84,Web Development,تطوير الويب
713,تصميم موقع للمشاهدة خاص بالمسلسلات الآسيوية,2025-05-16,375.0,10.0,15,https://mostaql.com/project/1082642-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF%D8%A9-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D9%85%D8%B3%D9%84%D8%B3%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A2%D8%B3%D9%8A%D9%88%D9%8A%D8%A9,Web Development,تطوير الويب
714,مبرمج للتعديل على ثيم من ثيمات سلة,2025-05-16,37.5,1.0,2,https://mostaql.com/project/1082378-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%AB%D9%8A%D9%85-%D9%85%D9%86-%D8%AB%D9%8A%D9%85%D8%A7%D8%AA-%D8%B3%D9%84%D8%A9,Other,آخر
715,مبرمج لتطوير تطبيق يشبه Yemek Sepeti تطبيق طلب طعام,2025-05-16,1750.0,60.0,8,https://mostaql.com/project/1082524-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%8A%D8%B4%D8%A8%D9%87-yemek-sepeti-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B7%D9%84%D8%A8-%D8%B7%D8%B9%D8%A7%D9%85,Mobile Development,تطوير الهاتف المحمول
716,نظام تسجيل بيانات المرضى,2025-05-16,75.0,30.0,2,https://mostaql.com/project/1082574-%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B1%D8%B6%D9%89,Web Development,تطوير الويب
717,عمل ورك فلو على منصة N8N,2025-05-16,37.5,5.0,28,https://mostaql.com/project/1082420-%D8%B9%D9%85%D9%84-%D9%88%D8%B1%D9%83-%D9%81%D9%84%D9%88-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-n8n,Web Development,تطوير الويب
718,بناء روابط خلفية وجيست بوست لموقع عقارات,2025-05-16,175.0,30.0,10,https://mostaql.com/project/1082437-%D8%A8%D9%86%D8%A7%D8%A1-%D8%B1%D9%88%D8%A7%D8%A8%D8%B7-%D8%AE%D9%84%D9%81%D9%8A%D8%A9-%D9%88%D8%AC%D9%8A%D8%B3%D8%AA-%D8%A8%D9%88%D8%B3%D8%AA-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
719,تعديل مشروع ريأكت,2025-05-16,37.5,3.0,6,https://mostaql.com/project/1082582-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B1%D9%8A%D8%A3%D9%83%D8%AA,Data Analysis,تحليل البيانات
720,تصميم وبرمجة نظام CRM,2025-05-16,1750.0,30.0,4,https://mostaql.com/project/1082609-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%86%D8%B8%D8%A7%D9%85-crm,Web Development,تطوير الويب
721,تطبيق مشابه لتطبيق مرسول وطلبات,2025-05-16,750.0,20.0,1,https://mostaql.com/project/1082632-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%B1%D8%B3%D9%88%D9%84-%D9%88%D8%B7%D9%84%D8%A8%D8%A7%D8%AA,Web Development,تطوير الويب
722,نظام تحكم ذكي,2025-05-16,7500.0,30.0,6,https://mostaql.com/project/1082401-%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%AD%D9%83%D9%85-%D8%B0%D9%83%D9%8A,Web Development,تطوير الويب
723,إكمال لوحة تحكم React,2025-05-16,375.0,15.0,7,https://mostaql.com/project/1082409-%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-react,Web Development,تطوير الويب
724,تصميم احترافي وجذاب لمتجر إلكتروني,2025-05-16,75.0,3.0,5,https://mostaql.com/project/1081548-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%88%D8%AC%D8%B0%D8%A7%D8%A8-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Artificial Intelligence,الذكاء الاصطناعي
725,نظام نقطة بيع (POS) بسيط .Net,2025-05-16,175.0,30.0,1,https://mostaql.com/project/1082256-%D9%86%D8%B8%D8%A7%D9%85-%D9%86%D9%82%D8%B7%D8%A9-%D8%A8%D9%8A%D8%B9-pos-%D8%A8%D8%B3%D9%8A%D8%B7-net,Mobile Development,تطوير الهاتف المحمول
726,مراجعة حملة جوجل,2025-05-16,75.0,30.0,5,https://mostaql.com/project/1082369-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%AC%D9%88%D8%AC%D9%84,Data Analysis,تحليل البيانات
727,تصميم تطبيق ios و Android وموقع مختص للمزايدة,2025-05-16,1750.0,20.0,2,https://mostaql.com/project/1082074-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-ios-%D9%88-android-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%AE%D8%AA%D8%B5-%D9%84%D9%84%D9%85%D8%B2%D8%A7%D9%8A%D8%AF%D8%A9,Web Development,تطوير الويب
728,نظام إدارة بلاغات الصيانة والنظافة (باستخدام Microsoft Lists / Power Automate ),2025-05-16,37.5,2.0,10,https://mostaql.com/project/1082178-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A8%D9%84%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D9%88%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-microsoft-lists-power-automate,Web Development,تطوير الويب
729,تعديل وتنظيم Apss Scirpt,2025-05-16,175.0,3.0,8,https://mostaql.com/project/1082110-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D8%AA%D9%86%D8%B8%D9%8A%D9%85-apss-scirpt,Other,آخر
730,قاعدة بيانات لمجمع سكني,2025-05-16,37.5,7.0,5,https://mostaql.com/project/1082119-%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%84%D9%85%D8%AC%D9%85%D8%B9-%D8%B3%D9%83%D9%86%D9%8A,Web Development,تطوير الويب
731,ربط متجري مع منصات التسويق بالعمولة,2025-05-16,37.5,10.0,9,https://mostaql.com/project/1082307-%D8%B1%D8%A8%D8%B7-%D9%85%D8%AA%D8%AC%D8%B1%D9%8A-%D9%85%D8%B9-%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%A8%D8%A7%D9%84%D8%B9%D9%85%D9%88%D9%84%D8%A9,Web Development,تطوير الويب
732,إنشاء بوت واتساب,2025-05-16,375.0,15.0,2,https://mostaql.com/project/1082194-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D9%88%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8,Other,آخر
733,مطور Odoo لتنفيذ نظام ERP متكامل,2025-05-16,37.5,15.0,7,https://mostaql.com/project/1082105-%D9%85%D8%B7%D9%88%D8%B1-odoo-%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%86%D8%B8%D8%A7%D9%85-erp-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84,Web Development,تطوير الويب
734,تطبيق تكسي موقع مع تطبيق,2025-05-16,3750.0,120.0,28,https://mostaql.com/project/1082101-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%83%D8%B3%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82,Web Development,تطوير الويب
735,تعديل برمجي على متجر بمنصة سلة,2025-05-16,75.0,3.0,23,https://mostaql.com/project/1062906-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9,Mobile Development,تطوير الهاتف المحمول
736,برنامج شطرنج تفاعلي مع تمارين ومتابعة التقدم,2025-05-16,375.0,100.0,4,https://mostaql.com/project/1082087-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%B4%D8%B7%D8%B1%D9%86%D8%AC-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A-%D9%85%D8%B9-%D8%AA%D9%85%D8%A7%D8%B1%D9%8A%D9%86-%D9%88%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D8%AF%D9%85,Web Development,تطوير الويب
737,تطوير إضافة على متصفح جوجل كروم تقوم بالرد على رسائل فيسبوك Marketplace,2025-05-16,375.0,3.0,2,https://mostaql.com/project/1082112-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%B5%D9%81%D8%AD-%D8%AC%D9%88%D8%AC%D9%84-%D9%83%D8%B1%D9%88%D9%85-%D8%AA%D9%82%D9%88%D9%85-%D8%A8%D8%A7%D9%84%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D8%B1%D8%B3%D8%A7%D8%A6%D9%84-%D9%81%D9%8A%D8%B3%D8%A8%D9%88%D9%83-marketplace,Web Development,تطوير الويب
738,مبرمج لإعادة تصميم واجهة لوحة تحكم وتوثيق APIs,2025-05-16,375.0,14.0,10,https://mostaql.com/project/1082104-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D9%88%D8%AA%D9%88%D8%AB%D9%8A%D9%82-apis,Web Development,تطوير الويب
739,مستقل مطور FullStack ASP.Net,2025-05-16,750.0,30.0,10,https://mostaql.com/project/1082188-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%B7%D9%88%D8%B1-fullstack-aspnet,Web Development,تطوير الويب
740,عمل حساب apple developer account,2025-05-16,37.5,1.0,23,https://mostaql.com/project/1082315-%D8%B9%D9%85%D9%84-%D8%AD%D8%B3%D8%A7%D8%A8-apple-developer-account,Other,آخر
741,تعديلات على تطبيق جاهز على FlutterFlow,2025-05-16,37.5,7.0,2,https://mostaql.com/project/1082222-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D8%A7%D9%87%D8%B2-%D8%B9%D9%84%D9%89-flutterflow,Web Development,تطوير الويب
742,عمل تطبيق مغسلة سيارات,2025-05-16,750.0,60.0,18,https://mostaql.com/project/84804-%D8%B9%D9%85%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%BA%D8%B3%D9%84%D8%A9-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
743,بناء وتعديل تصميم موقع كامل بلغة php و mysql,2025-05-16,175.0,7.0,2,https://mostaql.com/project/1082159-%D8%A8%D9%86%D8%A7%D8%A1-%D9%88%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D9%84%D8%BA%D8%A9-php-%D9%88-mysql,Other,آخر
744,مستقل لتنفيذ موقع إلكتروني,2025-05-16,750.0,100.0,6,https://mostaql.com/project/1082161-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
745,تطوير وتحسين تطبيق عقاري قائم,2025-05-16,375.0,1.0,2,https://mostaql.com/project/1081780-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D9%82%D8%A7%D8%B1%D9%8A-%D9%82%D8%A7%D8%A6%D9%85,Mobile Development,تطوير الهاتف المحمول
746,برمجة موقع إلكتروني,2025-05-16,175.0,7.0,11,https://mostaql.com/project/1082192-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
747,مطلوب برمجة شات دردشة صوتية متل wevo ولقانا,2025-05-16,750.0,20.0,7,https://mostaql.com/project/541034-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%B4%D8%A7%D8%AA-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D9%85%D8%AA%D9%84-wevo-%D9%88%D9%84%D9%82%D8%A7%D9%86%D8%A7,Web Development,تطوير الويب
748,تطبيق جاهز أو سورس كود تطبيق غرف دردشة,2025-05-16,750.0,7.0,22,https://mostaql.com/project/1081765-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D8%A7%D9%87%D8%B2-%D8%A3%D9%88-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%BA%D8%B1%D9%81-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9,Web Development,تطوير الويب
749,"برمجة لوحة تحكم باستخدام angular ,node js",2025-05-16,175.0,30.0,14,https://mostaql.com/project/1082078-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-angular-node-js,Web Development,تطوير الويب
750,مشروع عمل تحليل للبيانات باستخدام بايثون وتقارير بوربوينت,2025-05-16,175.0,1.0,12,https://mostaql.com/project/1081933-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B9%D9%85%D9%84-%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-%D9%88%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1-%D8%A8%D9%88%D8%B1%D8%A8%D9%88%D9%8A%D9%86%D8%AA,Web Development,تطوير الويب
751,تطوير تطبيق توصيل طلبات من متاجر الأطعمة الى العملاء,2025-05-16,3750.0,90.0,21,https://mostaql.com/project/1081911-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D8%AA%D8%A7%D8%AC%D8%B1-%D8%A7%D9%84%D8%A3%D8%B7%D8%B9%D9%85%D8%A9-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1,Mobile Development,تطوير الهاتف المحمول
752,مبرمج محترف لربط متجر زد بالأدوات التسويقية,2025-05-16,375.0,8.0,8,https://mostaql.com/project/1082045-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%B1%D8%A8%D8%B7-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B2%D8%AF-%D8%A8%D8%A7%D9%84%D8%A3%D8%AF%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82%D9%8A%D8%A9,Data Analysis,تحليل البيانات
753,إنشاء تطبيق كامل لحجز الفنادق,2025-05-16,750.0,10.0,2,https://mostaql.com/project/1082066-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%83%D8%A7%D9%85%D9%84-%D9%84%D8%AD%D8%AC%D8%B2-%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%AF%D9%82,Web Development,تطوير الويب
754,تصميم موقع إلكتروني,2025-05-16,375.0,30.0,2,https://mostaql.com/project/1082068-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
755,تطوير نظام متكامل لإدارة محطة وقود,2025-05-16,175.0,30.0,3,https://mostaql.com/project/1081986-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D8%AD%D8%B7%D8%A9-%D9%88%D9%82%D9%88%D8%AF,Networking,الشبكات
756,موقع الكتروني,2025-05-16,375.0,30.0,16,https://mostaql.com/project/1081814-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Artificial Intelligence,الذكاء الاصطناعي
757,مبرمج مستقل للتعديل على تطبيق ومنصة قائمة React.js,2025-05-16,3750.0,60.0,18,https://mostaql.com/project/1077330-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D9%85%D9%86%D8%B5%D8%A9-%D9%82%D8%A7%D8%A6%D9%85%D8%A9-reactjs,Web Development,تطوير الويب
758,تطوير منصة لحلول الشحن البحري (Backend + Frontend),2025-05-16,750.0,30.0,3,https://mostaql.com/project/1081833-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D8%AD%D9%84%D9%88%D9%84-%D8%A7%D9%84%D8%B4%D8%AD%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A-backend-frontend,Web Development,تطوير الويب
759,حل مشكلة أكواد في شوبيفاي,2025-05-16,37.5,2.0,7,https://mostaql.com/project/1082013-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A3%D9%83%D9%88%D8%A7%D8%AF-%D9%81%D9%8A-%D8%B4%D9%88%D8%A8%D9%8A%D9%81%D8%A7%D9%8A,Web Development,تطوير الويب
