Title,Link,client name,Type,Budget,Category,Date Posted
design a user dashboard for skillhive,https://www.freelanceyard.com/en/jobs/design-a-user-dashboard-for-skillhive-1,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a donation page for hopefund,https://www.freelanceyard.com/en/jobs/design-a-donation-page-for-hopefund-1,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a login page for edubridge,https://www.freelanceyard.com/en/jobs/design-a-login-page-for-edubridge-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a dashboard for edutrack,https://www.freelanceyard.com/en/jobs/design-a-dashboard-for-edutrack-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a terms conditions page for safeshop,https://www.freelanceyard.com/en/jobs/design-a-terms-conditions-page-for-safeshop-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a one page event promotion for codefest,https://www.freelanceyard.com/en/jobs/design-a-one-page-event-promotion-for-codefest,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a job listing page for careerforge,https://www.freelanceyard.com/en/jobs/design-a-job-listing-page-for-careerforge-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a login page for securebank,https://www.freelanceyard.com/en/jobs/design-a-login-page-for-securebank-3,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a faq page for ecosolutions,https://www.freelanceyard.com/en/jobs/design-a-faq-page-for-ecosolutions-1,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a contact us page for greentech,https://www.freelanceyard.com/en/jobs/design-a-contact-us-page-for-greentech-1,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a blog post page for foodiedelights,https://www.freelanceyard.com/en/jobs/design-a-blog-post-page-for-foodiedelights-1,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
shopit website,https://www.freelanceyard.com/en/jobs/shopit-website-12,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a sign up page for travelbuddy,https://www.freelanceyard.com/en/jobs/design-a-sign-up-page-for-travelbuddy-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a dashboard for edutrack,https://www.freelanceyard.com/en/jobs/recipe-filter-app-2,FelixCo ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Blog Post Layout,https://www.freelanceyard.com/en/jobs/blog-post-layout-2,MONARK IT ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-2,Studio Metz ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-2,zenvertising ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
design a service page for brandify,https://www.freelanceyard.com/en/jobs/design-a-service-page-for-brandify-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a product page for gadgethub,https://www.freelanceyard.com/en/jobs/design-a-product-page-for-gadgethub-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a terms conditions page for safeshop,https://www.freelanceyard.com/en/jobs/design-a-terms-conditions-page-for-safeshop-2,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
design a subscription page for soundsphere,https://www.freelanceyard.com/en/jobs/design-a-subscription-page-for-soundsphere-1,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
easyplans website,https://www.freelanceyard.com/en/jobs/easyplans-website-14,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 06-01-2025
Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-2,Born Digital ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-2,COMMERGENT ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Build an FAQ page for helphive,https://www.freelanceyard.com/en/jobs/build-an-faq-page-for-helphive-11,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Meditation Timer Interface,https://www.freelanceyard.com/en/jobs/meditation-timer-interface-8,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Social Media Scheduler Interface,https://www.freelanceyard.com/en/jobs/social-media-scheduler-interface-13,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-2,Brain 4 Strategy ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-2,Tuio ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Event Countdown Timer,https://www.freelanceyard.com/en/jobs/event-countdown-timer-2,Hariga Advertising ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Image Gallery with Lightbox,https://www.freelanceyard.com/en/jobs/image-gallery-with-lightbox-2,Marketing Deck ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-2,Revolution Media ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-2,High Contrast ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-12-2024
Blog Platform for BlogSphere,https://www.freelanceyard.com/en/jobs/blog-platform-for-blogsphere-6,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-27,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-25,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-24,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Night Owl Website,https://www.freelanceyard.com/en/jobs/night-owl-website-17,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Daily Journal Interface,https://www.freelanceyard.com/en/jobs/daily-journal-interface-9,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Build an FAQ page for helphive,https://www.freelanceyard.com/en/jobs/build-an-faq-page-for-helphive-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-20,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-23,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Calculator,https://www.freelanceyard.com/en/jobs/calculator-26,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Blog Platform for BlogSphere,https://www.freelanceyard.com/en/jobs/book-reading-interface-26,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-24,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Art Supply Inventory for ArtSupply,https://www.freelanceyard.com/en/jobs/art-supply-inventory-for-artsupply-5,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Calculator,https://www.freelanceyard.com/en/jobs/calculator-25,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Art Supply Inventory for ArtSupply,https://www.freelanceyard.com/en/jobs/art-supply-inventory-for-artsupply-6,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-21,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-25,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-22,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-23,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Calculator,https://www.freelanceyard.com/en/jobs/calculator-24,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-26,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Expense Splitter Interface,https://www.freelanceyard.com/en/jobs/expense-splitter-interface-3,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Workout Routine Tracker,https://www.freelanceyard.com/en/jobs/workout-routine-tracker-6,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Dynamic To-Do List for TaskMaster,https://www.freelanceyard.com/en/jobs/dynamic-to-do-list-for-taskmaster-4,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
shopping list organizer for shopeasy,https://www.freelanceyard.com/en/jobs/shopping-list-organizer-for-shopeasy-3,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
shopping list organizer for shopeasy,https://www.freelanceyard.com/en/jobs/shopping-list-organizer-for-shopeasy-4,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
personal finance tracker for financebuddy,https://www.freelanceyard.com/en/jobs/personal-finance-tracker-for-financebuddy-3,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Daily Affirmations Interface,https://www.freelanceyard.com/en/jobs/daily-affirmations-interface-8,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
product comparison tool for compareshop,https://www.freelanceyard.com/en/jobs/product-comparison-tool-for-compareshop-4,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
event planner for eventify,https://www.freelanceyard.com/en/jobs/event-planner-for-eventify-8,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Exercise Timer Interface,https://www.freelanceyard.com/en/jobs/dynamic-to-do-list-for-taskmaster-3,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Shopping List Interface,https://www.freelanceyard.com/en/jobs/shopping-list-interface-12,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/mood-tracker-interface-3,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Mini Portfolio Page for TechNova Solutions,https://www.freelanceyard.com/en/jobs/mini-portfolio-page-for-technova-solutions-4,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
expense splitter app for splitit,https://www.freelanceyard.com/en/jobs/expense-splitter-app-for-splitit-3,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
daily journal app for lifelog,https://www.freelanceyard.com/en/jobs/daily-journal-app-for-lifelog-4,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
daily habit tracker for habittracker,https://www.freelanceyard.com/en/jobs/daily-habit-tracker-for-habittracker-2,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
employee directory for workconnect,https://www.freelanceyard.com/en/jobs/employee-directory-for-workconnect-3,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
virtual plant care guide for plantpal,https://www.freelanceyard.com/en/jobs/virtual-plant-care-guide-for-plantpal-2,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
virtual cooking class for cookalong,https://www.freelanceyard.com/en/jobs/virtual-cooking-class-for-cookalong-6,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-21,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-11,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
SnapGallery Website,https://www.freelanceyard.com/en/jobs/snapgallery-website-15,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
LocaConnect Website,https://www.freelanceyard.com/en/jobs/locaconnect-website-15,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
weather dashboard for weatherpro,https://www.freelanceyard.com/en/jobs/weather-dashboard-for-weatherpro-2,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
job listing board for jobseeker,https://www.freelanceyard.com/en/jobs/job-listing-board-for-jobseeker-3,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
real estate listing app for homefinder,https://www.freelanceyard.com/en/jobs/real-estate-listing-app-for-homefinder-4,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
markdown editor for writeit,https://www.freelanceyard.com/en/jobs/markdown-editor-for-writeit-4,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
social media feed for socialhub,https://www.freelanceyard.com/en/jobs/social-media-feed-for-socialhub-5,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
interactive storytelling app for storyteller,https://www.freelanceyard.com/en/jobs/interactive-storytelling-app-for-storyteller-5,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-21,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-11,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Habit Tracker Interface,https://www.freelanceyard.com/en/jobs/habit-tracker-interface-6,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-11,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Meditation Timer Interface,https://www.freelanceyard.com/en/jobs/meditation-timer-interface-7,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Social Media Scheduler Interface,https://www.freelanceyard.com/en/jobs/social-media-scheduler-interface-12,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-12,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-12,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Mini Portfolio Page for TechNova Solutions,https://www.freelanceyard.com/en/jobs/mini-portfolio-page-for-technova-solutions-3,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Exercise Timer Interface,https://www.freelanceyard.com/en/jobs/exercise-timer-interface-3,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Vacation Countdown Interface,https://www.freelanceyard.com/en/jobs/vacation-countdown-interface-9,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Vacation Countdown Interface,https://www.freelanceyard.com/en/jobs/vacation-countdown-interface-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-14,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-13,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-18,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
FashionFind Website,https://www.freelanceyard.com/en/jobs/fashionfind-website-17,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
ClientJoy,https://www.freelanceyard.com/en/jobs/clientjoy-13,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 24-12-2024
Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-13,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Virtual Cooking Class for CookAlong,https://www.freelanceyard.com/en/jobs/virtual-cooking-class-for-cookalong-5,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-20,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-16,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-10,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-19,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-13,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Workout Routine Tracker,https://www.freelanceyard.com/en/jobs/workout-routine-tracker-5,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Taskify Website,https://www.freelanceyard.com/en/jobs/taskify-website-14,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-14,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-15,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-16,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-21,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Recipe Manager Interface,https://www.freelanceyard.com/en/jobs/recipe-manager-interface-7,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-14,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Social Media Scheduler Interface,https://www.freelanceyard.com/en/jobs/social-media-scheduler-interface-11,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
SubscribeHub Form,https://www.freelanceyard.com/en/jobs/subscribehub-form-17,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-20,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-15,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-17,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
TrackEase Website,https://www.freelanceyard.com/en/jobs/trackease-website-14,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Travel Itinerary Interface,https://www.freelanceyard.com/en/jobs/travel-itinerary-interface-9,MONARK IT ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Reading Log Interface,https://www.freelanceyard.com/en/jobs/reading-log-interface-5,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-15,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Shopping List Interface,https://www.freelanceyard.com/en/jobs/shopping-list-interface-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Social Media Scheduler Interface,https://www.freelanceyard.com/en/jobs/social-media-scheduler-interface-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Sleep Tracker Interface,https://www.freelanceyard.com/en/jobs/sleep-tracker-interface-5,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
SnapGallery Website,https://www.freelanceyard.com/en/jobs/snapgallery-website-14,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
SubscribeHub Form,https://www.freelanceyard.com/en/jobs/subscribehub-form-16,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-15,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Recipe Finder Interface,https://www.freelanceyard.com/en/jobs/recipe-finder-interface-9,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-14,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Meditation Timer Interface,https://www.freelanceyard.com/en/jobs/meditation-timer-interface-6,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
MyDash Website,https://www.freelanceyard.com/en/jobs/mydash-website-18,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Night Owl Website,https://www.freelanceyard.com/en/jobs/night-owl-website-16,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Personal Finance Tracker for FinanceWise,https://www.freelanceyard.com/en/jobs/personal-finance-tracker-for-financewise-4,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-9,MONARK IT ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Shopping List Interface,https://www.freelanceyard.com/en/jobs/shopping-list-interface-11,Born Digital ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-13,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
MyDash Website,https://www.freelanceyard.com/en/jobs/mydash-website-19,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-22,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Meditation Timer Interface,https://www.freelanceyard.com/en/jobs/quizmania-14,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Pet Care Tracker Interface,https://www.freelanceyard.com/en/jobs/pet-care-tracker-interface-9,MONARK IT ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Future You Website,https://www.freelanceyard.com/en/jobs/future-you-website-9,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Gift List Organizer,https://www.freelanceyard.com/en/jobs/gift-list-organizer-6,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Pet Care Tracker Interface,https://www.freelanceyard.com/en/jobs/pet-care-tracker-interface-10,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
LocaConnect Website,https://www.freelanceyard.com/en/jobs/locaconnect-website-14,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Movie Recommendation Interface,https://www.freelanceyard.com/en/jobs/movie-recommendation-interface-6,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Online Book Store for BookNook,https://www.freelanceyard.com/en/jobs/online-book-store-for-booknook-6,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Personalized Reading List for ReadWise,https://www.freelanceyard.com/en/jobs/personalized-reading-list-for-readwise-3,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-16,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Goal Setting Interface,https://www.freelanceyard.com/en/jobs/goal-setting-interface-9,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Goal Setting Interface,https://www.freelanceyard.com/en/jobs/goal-setting-interface-10,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Home Automation Control Interface,https://www.freelanceyard.com/en/jobs/home-automation-control-interface-9,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/helpme-faq-section-13,Codezilla SRL ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
FashionFind Website,https://www.freelanceyard.com/en/jobs/fashionfind-website-15,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-21,High Contrast ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
EventBuzz Website,https://www.freelanceyard.com/en/jobs/eventbuzz-website-13,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
FashionFind Website,https://www.freelanceyard.com/en/jobs/fashionfind-website-16,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
Flashcard Study Interface,https://www.freelanceyard.com/en/jobs/flashcard-study-interface-5,Hariga Advertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-12-2024
