ID,Title,Link,client name,Type,Budget,Category,Date Posted
3669,Calculator,https://www.freelanceyard.com/en/jobs/calculator-10,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-19
3670,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-8,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-19
3671,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-9,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-19
3672,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-10,High Contrast ,Startup,15.0,IT & Tech,2024-12-19
3673,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-11,High Contrast ,Startup,15.0,IT & Tech,2024-12-19
3674,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-12,High Contrast ,Startup,15.0,IT & Tech,2024-12-19
3675,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-13,High Contrast ,Startup,15.0,IT & Tech,2024-12-19
3676,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-14,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-17
3677,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-9,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3678,Budget Planning Interface,https://www.freelanceyard.com/en/jobs/budget-planning-interface-4,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3679,BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-5,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3680,Budget Planning Interface,https://www.freelanceyard.com/en/jobs/budget-planning-interface-6,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-19
3681,Calculator,https://www.freelanceyard.com/en/jobs/calculator-11,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-19
3682,BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-8,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-19
3683,Art Supply Inventory for ArtSupply,https://www.freelanceyard.com/en/jobs/art-supply-inventory-for-artsupply-3,MONARK IT ,Startup,15.0,IT & Tech,2024-12-19
3684,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-5,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-17
3685,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-6,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-17
3686,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-4,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-17
3687,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-2,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3688,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-3,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3689,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-4,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3690,BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-6,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3691,Calculator,https://www.freelanceyard.com/en/jobs/calculator-9,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3692,BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-7,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3693,Art Supply Inventory for ArtSupply,https://www.freelanceyard.com/en/jobs/art-supply-inventory-for-artsupply-2,MONARK IT ,Startup,15.0,IT & Tech,2024-12-17
3694,Blog Platform for BlogSphere,https://www.freelanceyard.com/en/jobs/blog-platform-for-blogsphere-1,Born Digital ,Startup,15.0,IT & Tech,2024-12-17
3695,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-3,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-17
3696,Budget Planning Interface,https://www.freelanceyard.com/en/jobs/budget-planning-interface-3,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3697,Calculator,https://www.freelanceyard.com/en/jobs/calculator-7,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3698,BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-3,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3699,Calculator,https://www.freelanceyard.com/en/jobs/calculator-8,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3700,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-5,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3701,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-6,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3702,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-7,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3703,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-8,High Contrast ,Startup,15.0,IT & Tech,2024-12-17
3704,Budget Planning Interface,https://www.freelanceyard.com/en/jobs/budget-planning-interface-2,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3705,Calculator,https://www.freelanceyard.com/en/jobs/calculator-6,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3706,Budget Planning Interface,https://www.freelanceyard.com/en/jobs/social-media-feed-for-socialhub-4,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3707,Travel Itinerary Planner for TravelBuddy,https://www.freelanceyard.com/en/jobs/travel-itinerary-planner-for-travelbuddy-2,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3708,Virtual Cooking Class for CookAlong,https://www.freelanceyard.com/en/jobs/virtual-cooking-class-for-cookalong-2,Studio Metz ,Startup,15.0,IT & Tech,2024-12-16
3709,Job Listing Board for JobSeeker,https://www.freelanceyard.com/en/jobs/job-listing-board-for-jobseeker-2,Studio Metz ,Startup,15.0,IT & Tech,2024-12-16
3710,BlogIt Website,https://www.freelanceyard.com/en/jobs/blogit-website-4,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-17
3711,Art Supply Inventory for ArtSupply,https://www.freelanceyard.com/en/jobs/art-supply-inventory-for-artsupply-1,MONARK IT ,Startup,15.0,IT & Tech,2024-12-17
3712,Fitness Goal Tracker for FitGoals,https://www.freelanceyard.com/en/jobs/fitness-goal-tracker-for-fitgoals-4,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3713,Employee Directory for WorkConnect,https://www.freelanceyard.com/en/jobs/employee-directory-for-workconnect-2,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3714,Recipe Nutrition Analyzer for NutriCheck,https://www.freelanceyard.com/en/jobs/recipe-nutrition-analyzer-for-nutricheck-1,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3715,Event Planner for Eventify,https://www.freelanceyard.com/en/jobs/event-planner-for-eventify-4,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3716,Social Media Feed for SocialHub,https://www.freelanceyard.com/en/jobs/shopping-list-organizer-for-shopeasy-2,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-16
3717,Daily Journal App for LifeLog,https://www.freelanceyard.com/en/jobs/daily-journal-app-for-lifelog-3,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3718,Personal Finance Tracker for FinanceBuddy,https://www.freelanceyard.com/en/jobs/personal-finance-tracker-for-financebuddy-1,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3719,Personal Finance Tracker for FinanceBuddy,https://www.freelanceyard.com/en/jobs/personal-finance-tracker-for-financebuddy-2,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3720,Interactive Storytelling App for StoryTeller,https://www.freelanceyard.com/en/jobs/interactive-storytelling-app-for-storyteller-1,MONARK IT ,Startup,15.0,IT & Tech,2024-12-16
3721,Daily Motivation App for MotivateMe,https://www.freelanceyard.com/en/jobs/daily-motivation-app-for-motivateme-2,FelixCo ,Startup,15.0,IT & Tech,2024-12-16
3722,Travel Journal for Travelogue,https://www.freelanceyard.com/en/jobs/travel-journal-for-travelogue-2,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3723,Online Book Store for BookNook,https://www.freelanceyard.com/en/jobs/online-book-store-for-booknook-2,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-16
3724,Online Book Store for BookNook,https://www.freelanceyard.com/en/jobs/online-book-store-for-booknook-3,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-16
3725,Shopping List Organizer for ShopEasy,https://www.freelanceyard.com/en/jobs/shopping-list-organizer-for-shopeasy-1,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-16
3726,Shopping List Organizer for ShopEasy,https://www.freelanceyard.com/en/jobs/recipe-sharing-platform-for-recipeshare-1,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3727,Recipe Finder App for ChefBuddy,https://www.freelanceyard.com/en/jobs/recipe-finder-app-for-chefbuddy-1,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3728,Fitness Goal Tracker for FitGoals,https://www.freelanceyard.com/en/jobs/fitness-goal-tracker-for-fitgoals-3,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3729,Recipe Sharing Platform for RecipeShare,https://www.freelanceyard.com/en/jobs/recipe-sharing-platform-for-recipeshare-2,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3730,Real Estate Listing App for HomeFinder,https://www.freelanceyard.com/en/jobs/real-estate-listing-app-for-homefinder-2,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3731,Real Estate Listing App for HomeFinder,https://www.freelanceyard.com/en/jobs/real-estate-listing-app-for-homefinder-3,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3732,Daily Habit Tracker for HabitTracker,https://www.freelanceyard.com/en/jobs/daily-habit-tracker-for-habittracker-1,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3733,Product Comparison Tool for CompareShop,https://www.freelanceyard.com/en/jobs/product-comparison-tool-for-compareshop-3,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3734,Fitness Goal Tracker for FitGoals,https://www.freelanceyard.com/en/jobs/fitness-goal-tracker-for-fitgoals-1,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3735,Fitness Goal Tracker for FitGoals,https://www.freelanceyard.com/en/jobs/fitness-goal-tracker-for-fitgoals-2,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3736,Recipe Sharing Platform for RecipeShare,https://www.freelanceyard.com/en/jobs/markdown-editor-for-writeit-3,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3737,Music Playlist Manager for TuneNest,https://www.freelanceyard.com/en/jobs/music-playlist-manager-for-tunenest-3,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3738,Event Planner for Eventify,https://www.freelanceyard.com/en/jobs/event-planner-for-eventify-2,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3739,Event Planner for Eventify,https://www.freelanceyard.com/en/jobs/event-planner-for-eventify-3,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3740,Employee Directory for WorkConnect,https://www.freelanceyard.com/en/jobs/employee-directory-for-workconnect-1,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3741,Personal Finance Tracker for FinanceWise,https://www.freelanceyard.com/en/jobs/personal-finance-tracker-for-financewise-1,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3742,Inventory Management System for StockTrack,https://www.freelanceyard.com/en/jobs/inventory-management-system-for-stocktrack-3,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3743,Gift Tracker for GiftLog,https://www.freelanceyard.com/en/jobs/gift-tracker-for-giftlog-1,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3744,Gift Tracker for GiftLog,https://www.freelanceyard.com/en/jobs/gift-tracker-for-giftlog-2,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3745,Gift Tracker for GiftLog,https://www.freelanceyard.com/en/jobs/gift-tracker-for-giftlog-3,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3746,Markdown Editor for WriteIt,https://www.freelanceyard.com/en/jobs/markdown-editor-for-writeit-3,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3747,Daily Motivation App for MotivateMe,https://www.freelanceyard.com/en/jobs/daily-motivation-app-for-motivateme-1,FelixCo ,Startup,15.0,IT & Tech,2024-12-16
3748,Travel Journal for Travelogue,https://www.freelanceyard.com/en/jobs/travel-journal-for-travelogue-1,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3749,Online Book Store for BookNook,https://www.freelanceyard.com/en/jobs/online-book-store-for-booknook-1,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-16
3750,Virtual Plant Care Guide for PlantPal,https://www.freelanceyard.com/en/jobs/virtual-plant-care-guide-for-plantpal-1,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3751,Recipe Cost Calculator for CostCalc,https://www.freelanceyard.com/en/jobs/recipe-cost-calculator-for-costcalc-1,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3752,Expense Splitter App for SplitIt,https://www.freelanceyard.com/en/jobs/expense-splitter-app-for-splitit-1,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3753,Expense Splitter App for SplitIt,https://www.freelanceyard.com/en/jobs/expense-splitter-app-for-splitit-2,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3754,Weather Dashboard for WeatherPro,https://www.freelanceyard.com/en/jobs/weather-dashboard-for-weatherpro-1,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3755,Product Comparison Tool for CompareShop,https://www.freelanceyard.com/en/jobs/product-comparison-tool-for-compareshop-1,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3756,Product Comparison Tool for CompareShop,https://www.freelanceyard.com/en/jobs/product-comparison-tool-for-compareshop-2,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3757,Inventory Management System for StockTrack,https://www.freelanceyard.com/en/jobs/inventory-management-system-for-stocktrack-1,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3758,Inventory Management System for StockTrack,https://www.freelanceyard.com/en/jobs/inventory-management-system-for-stocktrack-2,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3759,Markdown Editor for WriteIt,https://www.freelanceyard.com/en/jobs/markdown-editor-for-writeit-1,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3760,Daily Journal App for LifeLog,https://www.freelanceyard.com/en/jobs/daily-journal-app-for-lifelog-2,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3761,Real Estate Listing App for HomeFinder,https://www.freelanceyard.com/en/jobs/real-estate-listing-app-for-homefinder-1,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3762,Product Comparison Tool for CompareShop,https://www.freelanceyard.com/en/jobs/social-media-feed-for-socialhub-1,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3763,Social Media Feed for SocialHub,https://www.freelanceyard.com/en/jobs/social-media-feed-for-socialhub-2,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3764,Travel Itinerary Planner for TravelBuddy,https://www.freelanceyard.com/en/jobs/travel-itinerary-planner-for-travelbuddy-1,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3765,Job Listing Board for JobSeeker,https://www.freelanceyard.com/en/jobs/job-listing-board-for-jobseeker-1,Studio Metz ,Startup,15.0,IT & Tech,2024-12-16
3766,Markdown Editor for WriteIt,https://www.freelanceyard.com/en/jobs/markdown-editor-for-writeit-2,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3767,Music Playlist Manager for TuneNest,https://www.freelanceyard.com/en/jobs/music-playlist-manager-for-tunenest-1,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3768,Music Playlist Manager for TuneNest,https://www.freelanceyard.com/en/jobs/music-playlist-manager-for-tunenest-2,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3769,Event Planner for Eventify,https://www.freelanceyard.com/en/jobs/event-planner-for-eventify-1,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3770,Fitness Class Scheduler for FitClasses,https://www.freelanceyard.com/en/jobs/fitness-class-scheduler-for-fitclasses-1,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3771,Fitness Class Scheduler for FitClasses,https://www.freelanceyard.com/en/jobs/fitness-class-scheduler-for-fitclasses-2,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3772,Workout Routine Tracker,https://www.freelanceyard.com/en/jobs/workout-routine-tracker-2,Studio Metz ,Startup,15.0,IT & Tech,2024-12-16
3773,Sleep Tracker Interface,https://www.freelanceyard.com/en/jobs/sleep-tracker-interface-2,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3774,Mini Portfolio Page for TechNova Solutions,https://www.freelanceyard.com/en/jobs/mini-portfolio-page-for-technova-solutions-1,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3775,ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-6,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3776,Daily Journal App for LifeLog,https://www.freelanceyard.com/en/jobs/daily-journal-app-for-lifelog-1,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3777,Mini Portfolio Page for TechNova Solutions,https://www.freelanceyard.com/en/jobs/mini-portfolio-page-for-technova-solutions-2,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3778,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-8,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3779,Dynamic To-Do List for TaskMaster,https://www.freelanceyard.com/en/jobs/dynamic-to-do-list-for-taskmaster-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3780,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-12,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3781,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-7,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3782,Recipe Finder Interface,https://www.freelanceyard.com/en/jobs/recipe-finder-interface-3,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3783,Recipe Finder Interface,https://www.freelanceyard.com/en/jobs/recipe-finder-interface-4,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3784,NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-7,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3785,Expense Splitter Interface,https://www.freelanceyard.com/en/jobs/expense-splitter-interface-2,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3786,Dynamic To-Do List for TaskMaster,https://www.freelanceyard.com/en/jobs/dynamic-to-do-list-for-taskmaster-1,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3787,Goal Setting Interface,https://www.freelanceyard.com/en/jobs/goal-setting-interface-4,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3788,Pet Care Tracker Interface,https://www.freelanceyard.com/en/jobs/pet-care-tracker-interface-4,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3789,Daily Gratitude Journal Interface,https://www.freelanceyard.com/en/jobs/daily-gratitude-journal-interface-3,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3790,Daily Affirmations Interface,https://www.freelanceyard.com/en/jobs/daily-affirmations-interface-2,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3791,Shopping List Interface,https://www.freelanceyard.com/en/jobs/shopping-list-interface-3,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3792,Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/mood-tracker-interface-2,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3793,Habit Tracker Interface,https://www.freelanceyard.com/en/jobs/habit-tracker-interface-4,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3794,Habit Tracker Interface,https://www.freelanceyard.com/en/jobs/habit-tracker-interface-5,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3795,To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-6,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3796,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-6,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3797,Vacation Countdown Interface,https://www.freelanceyard.com/en/jobs/vacation-countdown-interface-2,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3798,Fitness Goal Tracker Interface,https://www.freelanceyard.com/en/jobs/fitness-goal-tracker-interface-1,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3799,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-6,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3800,Exercise Timer Interface,https://www.freelanceyard.com/en/jobs/exercise-timer-interface-2,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3801,Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/mood-tracker-interface-1,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3802,Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/helpme-faq-section-8,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3803,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-10,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3804,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-11,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3805,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-7,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3806,To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-7,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3807,Gift List Organizer,https://www.freelanceyard.com/en/jobs/gift-list-organizer-3,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3808,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-8,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3809,ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-5,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3810,Reading Log Interface,https://www.freelanceyard.com/en/jobs/reading-log-interface-2,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3811,LocaConnect Website,https://www.freelanceyard.com/en/jobs/locaconnect-website-7,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3812,HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/travel-itinerary-interface-4,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3813,Recipe Manager Interface,https://www.freelanceyard.com/en/jobs/recipe-manager-interface-4,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3814,Meditation Timer Interface,https://www.freelanceyard.com/en/jobs/meditation-timer-interface-3,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3815,Habit Tracker Interface,https://www.freelanceyard.com/en/jobs/habit-tracker-interface-3,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3816,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-8,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3817,NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-6,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3818,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-5,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3819,Meal Planner Interface,https://www.freelanceyard.com/en/jobs/meal-planner-interface-4,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3820,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-4,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3821,Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-6,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3822,ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-4,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3823,Goal Setting Interface,https://www.freelanceyard.com/en/jobs/goal-setting-interface-3,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3824,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-7,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3825,Expense Tracker Interface,https://www.freelanceyard.com/en/jobs/expense-tracker-interface-6,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3826,Social Media Scheduler Interface,https://www.freelanceyard.com/en/jobs/social-media-scheduler-interface-3,Studio Metz ,Startup,15.0,IT & Tech,2024-12-16
3827,Daily Journal Interface,https://www.freelanceyard.com/en/jobs/daily-journal-interface-3,MONARK IT ,Startup,15.0,IT & Tech,2024-12-16
3828,Movie Recommendation Interface,https://www.freelanceyard.com/en/jobs/movie-recommendation-interface-2,FelixCo ,Startup,15.0,IT & Tech,2024-12-16
3829,Movie Recommendation Interface,https://www.freelanceyard.com/en/jobs/movie-recommendation-interface-3,FelixCo ,Startup,15.0,IT & Tech,2024-12-16
3830,To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-5,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3831,EasyPlans Website,https://www.freelanceyard.com/en/jobs/easyplans-website-4,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3832,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-9,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3833,Recipe Finder Interface,https://www.freelanceyard.com/en/jobs/recipe-finder-interface-2,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3834,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-6,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3835,Home Automation Control Interface,https://www.freelanceyard.com/en/jobs/home-automation-control-interface-6,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3836,Daily Gratitude Journal Interface,https://www.freelanceyard.com/en/jobs/daily-gratitude-journal-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3837,Interactive Map Interface,https://www.freelanceyard.com/en/jobs/interactive-map-interface-6,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3838,Interactive Map Interface,https://www.freelanceyard.com/en/jobs/interactive-map-interface-7,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3839,HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/helpme-faq-section-7,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3840,Shopping List Interface,https://www.freelanceyard.com/en/jobs/shopping-list-interface-2,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3841,EasyPlans Website,https://www.freelanceyard.com/en/jobs/easyplans-website-4,MONARK IT ,Startup,15.0,IT & Tech,2024-12-16
3842,To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-4,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3843,Flashcard Study Interface,https://www.freelanceyard.com/en/jobs/flashcard-study-interface-2,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-16
3844,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-4,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3845,NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-5,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3846,Meal Planner Interface,https://www.freelanceyard.com/en/jobs/meal-planner-interface-3,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
