ID,Title,Category_English,Posted,Avg offer,Duration,Number of Offers,Tags,Tags_en,Link
783,مستقل لمشروع SaaS متخصص في إدارة المطاعم والكافيهات,Web Development,منذ 19 يوما,"$1,500.00 ",20 يوما,19,"إدارة علاقات العملاء, تطوير الويب الكامل, إنشاء متجر إلكتروني, الخوارزميات, MySQL, هندسة البرمجيات, تصميم متجر إلكتروني, جافا سكريبت, CSS, PHP, بايثون, أمن وحماية المواقع, إنشاء موقع إلكتروني, برمجة مواقع, برمجة","إدارة علاقات العملاء, devwebالكامل, create  online market, الخوارزميات, MySQL,programming engineer, design  online market, java script, CSS, PHP, python, أمن وحماية الweb, create web إلكتروني, programing web, programing",https://mostaql.com/project/1070280-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-saas-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%8A-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B9%D9%85-%D9%88%D8%A7%D9%84%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA
784,تعديل ووردبريس ثيم MasterStudy,Web Development,منذ 18 يوما,$300.00 ,2 يومين,2,"ووردبريس, برمجة, تطوير البرمجيات, برمجة قواعد البيانات","wordpress, programing,  application development , programing data base",https://mostaql.com/project/1070582-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AB%D9%8A%D9%85-masterstudy
785,إنشاء بوابة دفع في موقعي بشرط قبول بطاقة مدى وفيزا (بدون سجل تجاري),Web Development,منذ 19 يوما,$40.00 ,1 يوم,3,"برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة أندرويد","programing,  application development , programing data base, programing web, programing android ",https://mostaql.com/project/1070420-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%AF%D9%81%D8%B9-%D9%81%D9%8A-%D9%85%D9%88%D9%82%D8%B9%D9%8A-%D8%A8%D8%B4%D8%B1%D8%B7-%D9%82%D8%A8%D9%88%D9%84-%D8%A8%D8%B7%D8%A7%D9%82%D8%A9-%D9%85%D8%AF%D9%89-%D9%88%D9%81%D9%8A%D8%B2%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%B3%D8%AC%D9%84-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A
786,متجر إلكتروني لبيع المنتجات المتنوعة عبر الإنترنت,Web Development,منذ 19 يوما,$500.00 ,4 أيام,27,"تصميم متجر إلكتروني, إنشاء متجر إلكتروني, PHP, تحرير المحتوى, خدمة العملاء, برمجة, تطوير البرمجيات, برمجة قواعد البيانات","design  online market, create  online market, PHP, تحرير المحتوى, خدمة العملاء, programing,  application development , programing data base",https://mostaql.com/project/1070142-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D9%86%D9%88%D8%B9%D8%A9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
787,تطوير لعبة موجودة على منصة روبلوكس,Game Development,منذ 19 يوما,$150.00 ,7 أيام,3,"برمجة ألعاب الجوال, برمجة مواقع, برمجة قواعد البيانات, برمجة التطبيقات, تطوير البرمجيات, هندسة البرمجيات, برمجة","programing ألعاب الجوال, programing web, programing data base, programing  apps ,  application development ,programming engineer, programing",https://mostaql.com/project/1070327-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%84%D8%B9%D8%A8%D8%A9-%D9%85%D9%88%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-%D8%B1%D9%88%D8%A8%D9%84%D9%88%D9%83%D8%B3
788,صفحة هبوط,Software Engineering,منذ 18 يوما,$30.00 ,1 يوم,26,"كتابة المحتوى, كتابة مقالات, الكتابة الإبداعية","كتابة المحتوى, كتابة مقالات, الكتابة الإبداعية",https://mostaql.com/project/1070525-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
789,اختبار أمان تطبيق,Mobile Development,منذ 18 يوما,$200.00 ,30 يوما,7,"برمجة أندرويد, الأمن السيبراني, أمن المعلومات, تطوير البرمجيات, برمجة, برمجة قواعد البيانات, برمجة مواقع","programing android , الأمن السيبراني, أمن المعلومات,  application development , programing, programing data base, programing web",https://mostaql.com/project/1055056-%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D8%A3%D9%85%D8%A7%D9%86-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
790,تصميم وبرمجة تطبيق تعليمي لقطاع العمل,Mobile Development,منذ 18 يوما,$500.00 ,60 يوما,7,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات mobile, design UI UX, design UI, design UX",https://mostaql.com/project/1070611-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%84%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%B9%D9%85%D9%84
791,تعديل ووردبريس ثيم MasterStudy,Web Development,منذ 18 يوما,$45.00 ,2 يومين,3,"Figma, إليمنتور, ووردبريس, برمجة مواقع","Figma, إليمنتور, wordpress, programing web",https://mostaql.com/project/1070577-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AB%D9%8A%D9%85-masterstudy
792,خبير نظام أودو Odoo,Web Development,منذ 19 يوما,"$1,000.00 ",30 يوما,4,"flutter, فايربيس, بايثون, أودو, محاسبة, محاسبة الضرائب, محاسبة مالية, محاسبة تكاليف, الإدارة المالية, القوائم المالية, التحليل المالي, تخطيط موارد المؤسسات ERP, تحليل النظم, تحليل البيانات","flutter, فايربيس, python,  odoo  , محاسبة, محاسبة الضرائب, محاسبة مالية, محاسبة تكاليف, ال management مالية, القوائم المالية, التحليل المالي, ERP ERP, تحليل النظم, data analysis",https://mostaql.com/project/1065048-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D9%88%D8%AF%D9%88-odoo
793,إنشاء موقع إلكتروني لفساتين نسائية,Web Development,منذ 18 يوما,$350.00 ,10 أيام,27,"إنشاء موقع إلكتروني, تصميم هوية تجارية, تصميم هوية بصرية, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع","create web إلكتروني, design هوية تجارية, design هوية بصرية, programing,  application development , programing data base, programing web",https://mostaql.com/project/1070609-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%81%D8%B3%D8%A7%D8%AA%D9%8A%D9%86-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9
794,تعديل على موديل اودو اونلاين 18 لعرض معلومات الموديول في الموقع الإلكتروني,Web Development,منذ 18 يوما,$100.00 ,10 أيام,3,"أودو, CSS, HTML, برمجة, تطوير البرمجيات, برمجة قواعد البيانات"," odoo  , CSS, HTML, programing,  application development , programing data base",https://mostaql.com/project/1070587-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D8%A7%D9%88%D8%AF%D9%88-%D8%A7%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86-18-%D9%84%D8%B9%D8%B1%D8%B6-%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%AF%D9%8A%D9%88%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
795,تصميم وتطوير موقع إلكتروني باستخدام لغة HTML CSS,Web Development,منذ 19 يوما,$360.00 ,30 يوما,82,"التصميم المتجاوب, إنشاء موقع إلكتروني, اللغة العربية","الdesign المتجاوب, create web إلكتروني, اللغة العربية",https://mostaql.com/project/1070390-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%84%D8%BA%D8%A9-html-css
796,بوت حجز تذاكر,Software Engineering,منذ 19 يوما,"$5,000.00 ",5 أيام,10,"الأمن السيبراني, برمجة مواقع, برمجة, الذكاء الاصطناعي, CSS, تطوير البرمجيات, برمجة قواعد البيانات, برمجة التطبيقات, هندسة البرمجيات","الأمن السيبراني, programing web, programing, AI, CSS,  application development , programing data base, programing  apps ,programming engineer",https://mostaql.com/project/1070482-%D8%A8%D9%88%D8%AA-%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1
797,تطوير برنامج كيتيرينق للمناسبات المنزلية فالسعودية ios / android,Web Development,منذ 18 يوما,"$2,400.00 ",90 يوما,23,"اللغة الإنجليزية, اللغة العربية, flutter, تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","اللغة الإنجليزية, اللغة العربية, flutter, design UX, design UI, design UI UX, design  applicationات mobile, design  applicationات, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1070615-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%83%D9%8A%D8%AA%D9%8A%D8%B1%D9%8A%D9%86%D9%82-%D9%84%D9%84%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9-%D9%81%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-ios-android
798,إنشاء وتنسيق متجر إلكتروني على Shopify لبيع ملابس حريمي,Web Development,منذ 18 يوما,$100.00 ,3 أيام,10,"إدخال بيانات, التسويق الإلكتروني, إدارة المنتجات, تصميم متجر إلكتروني, شوبيفاي","إدخال بيانات, التسويق الإلكتروني,  management منتجات, design  online market, شوبيفاي",https://mostaql.com/project/1070595-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%AA%D9%86%D8%B3%D9%8A%D9%82-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-shopify-%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%84%D8%A7%D8%A8%D8%B3-%D8%AD%D8%B1%D9%8A%D9%85%D9%8A
799,إنشاء لوحة تحكم (أدمن داشبورد) - فرونت اند فقط,Software Engineering,منذ 18 يوما,$300.00 ,14 يوما,15,"Front End, vuetify, vuejs, برمجة مواقع","Front End, vuetify, vuejs, programing web",https://mostaql.com/project/1070560-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A3%D8%AF%D9%85%D9%86-%D8%AF%D8%A7%D8%B4%D8%A8%D9%88%D8%B1%D8%AF-%D9%81%D8%B1%D9%88%D9%86%D8%AA-%D8%A7%D9%86%D8%AF-%D9%81%D9%82%D8%B7
800,تطبيق جوال لتوصيل الطلبات,Mobile Development,منذ 19 يوما,"$2,500.00 ",50 يوما,33,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, Swift, Ionic, كوتلن, جافا, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","design UX, design UI, design UI UX, design  applicationات mobile, design  applicationات, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1070397-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%84%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A7%D8%AA
801,دعم فني: تشغيل تطبيق CP UAE على أجهزة iOS الحقيقية,Mobile Development,منذ 19 يوما,$225.00 ,7 أيام,2,"برمجة تطبيقات أيفون, برمجة التطبيقات, تصميم تطبيقات الهواتف الذكية, تطوير التطبيقات, اختبار تطبيقات الجوال, الدعم الفني, برمجة iOS","programing  applicationات أيفون, programing  apps , design  applicationات mobile, dev apps , testing  applicationات الجوال, الدعم الفني, programing iOS",https://mostaql.com/project/1069986-%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-cp-uae-%D8%B9%D9%84%D9%89-%D8%A3%D8%AC%D9%87%D8%B2%D8%A9-ios-%D8%A7%D9%84%D8%AD%D9%82%D9%8A%D9%82%D9%8A%D8%A9
802,إدارة تقنية لتطبيق موبايل,Mobile Development,منذ 19 يوما,$200.00 ,1 يوم,1,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS"," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1070213-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AA%D9%82%D9%86%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84
803,تصميم تطبيق قانوني ذكي باستخدام الذكاء الإصطناعي,Mobile Development,منذ 19 يوما,$400.00 ,30 يوما,7,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم, بايثون","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات mobile, design UI UX, design UI, design UX, python",https://mostaql.com/project/1070155-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A-%D8%B0%D9%83%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
804,برمجة تطبيق دردشة صوتية أندرويد,Mobile Development,منذ 19 يوما,$500.00 ,30 يوما,4,"جافا, كوتلن, تطوير التطبيقات, تطوير البرمجيات, تصحيح برمجي, استكشاف الأخطاء وإصلاحها, برمجة التطبيقات, تصميم تطبيقات","java, kotlin, dev apps ,  application development , debugging, استكشاف الأخطاء وإصلاحها, programing  apps , design  applicationات",https://mostaql.com/project/1070209-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF
805,تصميم موقع للدراسات العليا,Web Development,منذ 19 يوما,$200.00 ,10 أيام,15,"برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت, تصميم موقع إلكتروني","programing web, أمن وحماية الweb, python, PHP, CSS, java script, design web إلكتروني",https://mostaql.com/project/1070093-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7
806,مصمم صفحات هبوط مع معرفة في الكوبي رايتر وقواعد تجربة المستخدم,Web Development,منذ 19 يوما,$300.00 ,30 يوما,37,"تصميم واجهة المستخدم, html5, CSS, HTML, جافا سكريبت, PHP, إنشاء موقع إلكتروني, تصميم موقع إلكتروني, تصميم تجربة المستخدم, إنشاء صفحة هبوط, تصميم صفحات الهبوط","design UI, html5, CSS, HTML, java script, PHP, create web إلكتروني, design web إلكتروني, design UX, create drop pages, design drop pages",https://mostaql.com/project/1034730-%D9%85%D8%B5%D9%85%D9%85-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D9%87%D8%A8%D9%88%D8%B7-%D9%85%D8%B9-%D9%85%D8%B9%D8%B1%D9%81%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D9%88%D8%A8%D9%8A-%D8%B1%D8%A7%D9%8A%D8%AA%D8%B1-%D9%88%D9%82%D9%88%D8%A7%D8%B9%D8%AF-%D8%AA%D8%AC%D8%B1%D8%A8%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85
807,تحديثات على تطبيق فلاتر,Mobile Development,منذ 19 يوما,$60.00 ,7 أيام,5,"إنشاء تطبيق, flutter, فايربيس, واجهة برمجة التطبيقات, تصميم تطبيقات iOS, تصميم تطبيقات الهواتف الذكية, Xcode, جافا, Swift, Ionic, كوتلن, تطوير التطبيقات, تطوير البرمجيات, تصحيح برمجي, استكشاف الأخطاء وإصلاحها","create  application, flutter, فايربيس, واجهة programing  apps , design  applicationات iOS, design  applicationات mobile, Xcode, java, Swift, Ionic, kotlin, dev apps ,  application development , debugging, استكشاف الأخطاء وإصلاحها",https://mostaql.com/project/1070202-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%84%D8%A7%D8%AA%D8%B1
808,تنفيذ موقع الكتروني لمركز ثقافي بنظام wordpress,Web Development,منذ 19 يوما,$47.50 ,5 أيام,14,"برمجة التطبيقات, PHP, MySQL, SQL, برمجة مواقع, ووردبريس, تطوير البرمجيات, برمجة قواعد البيانات, برمجة","programing  apps , PHP, MySQL, SQL, programing web, wordpress,  application development , programing data base, programing",https://mostaql.com/project/1070286-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D8%AB%D9%82%D8%A7%D9%81%D9%8A-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-wordpress
809,تعديل تصميم ويب سايت,Web Development,منذ 19 يوما,$155.00 ,15 يوما,11,"تطوير الويب, ووردبريس, إليمنتور, تصميم مواقع, تطوير الويب الكامل, إنشاء موقع إلكتروني, برمجة, تطوير البرمجيات, هندسة البرمجيات","devweb, wordpress, إليمنتور, design web, devwebالكامل, create web إلكتروني, programing,  application development ,programming engineer",https://mostaql.com/project/1070233-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D9%8A%D8%A8-%D8%B3%D8%A7%D9%8A%D8%AA
810,إنشاء متجر إلكتروني وربطه مع بيتابس,Web Development,منذ 19 يوما,$500.00 ,7 أيام,12,"تصميم متجر إلكتروني, إنشاء متجر إلكتروني, بايثون, PHP, CSS, جافا سكريبت, تصميم موقع إلكتروني, إنشاء موقع إلكتروني","design  online market, create  online market, python, PHP, CSS, java script, design web إلكتروني, create web إلكتروني",https://mostaql.com/project/1070128-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D8%B1%D8%A8%D8%B7%D9%87-%D9%85%D8%B9-%D8%A8%D9%8A%D8%AA%D8%A7%D8%A8%D8%B3
811,إنشاء منصة إلكترونية لبيع التذاكر,Web Development,منذ 19 يوما,$425.00 ,14 يوما,33,"برمجة, التسويق الإلكتروني, برمجة قواعد البيانات, تصميم موقع إلكتروني, تطوير الويب, برمجة مواقع, إنشاء موقع إلكتروني","programing, التسويق الإلكتروني, programing data base, design web إلكتروني, devweb, programing web, create web إلكتروني",https://mostaql.com/project/1052718-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%AA%D8%B0%D8%A7%D9%83%D8%B1
812,عمل تنصيب لسكريبت جافا سكريبت وتطبيق فلاتر على سيرفر vps,Web Development,منذ 19 يوما,$100.00 ,10 أيام,2,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift",https://mostaql.com/project/1070179-%D8%B9%D9%85%D9%84-%D8%AA%D9%86%D8%B5%D9%8A%D8%A8-%D9%84%D8%B3%D9%83%D8%B1%D9%8A%D8%A8%D8%AA-%D8%AC%D8%A7%D9%81%D8%A7-%D8%B3%D9%83%D8%B1%D9%8A%D8%A8%D8%AA-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D8%B9%D9%84%D9%89-%D8%B3%D9%8A%D8%B1%D9%81%D8%B1-vps
813,تصميم ودمج صفحة عرض تسويقية بسيطة لموقع Nvest (مع كود HTML + QR),Web Development,منذ 20 يوما,$40.00 ,2 يومين,16,"تصميم صفحات الهبوط, إنشاء صفحة هبوط, تطوير البرمجيات, برمجة قواعد البيانات, برمجة, هندسة البرمجيات, إدارة التسويق","design drop pages, create drop pages,  application development , programing data base, programing,programming engineer,  management تسويق",https://mostaql.com/project/1070045-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AF%D9%85%D8%AC-%D8%B5%D9%81%D8%AD%D8%A9-%D8%B9%D8%B1%D8%B6-%D8%AA%D8%B3%D9%88%D9%8A%D9%82%D9%8A%D8%A9-%D8%A8%D8%B3%D9%8A%D8%B7%D8%A9-%D9%84%D9%85%D9%88%D9%82%D8%B9-nvest-%D9%85%D8%B9-%D9%83%D9%88%D8%AF-html-qr
814,إنشاء منصة لإدارة أعمال الشركة بلغة لارافيل,Software Engineering,منذ 20 يوما,$200.00 ,10 أيام,17,"إدارة قواعد البيانات, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة, برمجة التطبيقات, هندسة البرمجيات, لارافيل","إدارة data base,  application development , programing data base, programing web, programing, programing  apps ,programming engineer, laravel",https://mostaql.com/project/1070019-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%A8%D9%84%D8%BA%D8%A9-%D9%84%D8%A7%D8%B1%D8%A7%D9%81%D9%8A%D9%84
815,تصميم موقع على سلة,Web Development,منذ 19 يوما,$200.00 ,10 أيام,11,"سلة, تصميم تجربة المستخدم, تصميم واجهة المستخدم, التصميم الإبداعي, تصميم مواقع, تصميم موقع إلكتروني","سلة, design UX, design UI, الdesign الإبداعي, design web, design web إلكتروني",https://mostaql.com/project/1070228-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%B9%D9%84%D9%89-%D8%B3%D9%84%D8%A9
816,برنامج بيع منتجات بالتقسيط على الإكسيل,Software Engineering,منذ 20 يوما,$40.00 ,10 أيام,18,"مايكروسوفت إكسل, تطوير البرمجيات, هندسة البرمجيات, مايكروسوفت أوفيس, إدخال بيانات, برمجة قواعد البيانات, معالجة البيانات, تحليل البيانات, تطوير قاعدة بيانات, كتابة التقارير","مايكروسوفت Excel,  application development ,programming engineer, مايكروسوفت أوفيس, إدخال بيانات, programing data base, معالجة البيانات, data analysis, devقاعدة بيانات, كتابة التقارير",https://mostaql.com/project/1070026-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A8%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A5%D9%83%D8%B3%D9%8A%D9%84
817,بناء متجر إلكتروني لبيع المنتجات الرقمية,Mobile Development,منذ 19 يوما,$200.00 ,30 يوما,9,"بناء العلامة التجارية, تصميم واجهة المستخدم, تصميم متجر إلكتروني, حل المشكلات, إنشاء متجر إلكتروني, إدارة المتاجر الإلكترونية, تصميم موقع إلكتروني","بناء العلامة التجارية, design UI, design  online market, حل المشكلات, create  online market,  management متاجر الإلكترونية, design web إلكتروني",https://mostaql.com/project/1070192-%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9
818,صفحة إنشاء طلب سريع ووكمرس,Web Development,منذ 19 يوما,$100.00 ,3 أيام,3,"برمجة, برمجة قواعد البيانات, ووكومرس, ووردبريس, برمجة مواقع, برمجة التطبيقات, إنشاء موقع ووردبريس, إنشاء موقع إلكتروني","programing, programing data base, ووكومرس, wordpress, programing web, programing  apps , create web wordpress, create web إلكتروني",https://mostaql.com/project/1070072-%D8%B5%D9%81%D8%AD%D8%A9-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%B7%D9%84%D8%A8-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%88%D9%88%D9%83%D9%85%D8%B1%D8%B3
