ID,Category,Category.1,job_type,Posted,Budget,est. budget,hours/week,duration,UpWork
19417,,,Fixed,,41,,,,Freelancer
19418,,,Fixed,,62,,,,Freelancer
19419,,,Fixed,,80,,,,Freelancer
19420,,,Fixed,,69,,,,Freelancer
19421,,,Fixed,,12,,,,Freelancer
19422,,,Fixed,,22,,,,Freelancer
19423,,,Fixed,,23,,,,Freelancer
19424,,,Fixed,,37,,,,Freelancer
19425,,,Fixed,,26,,,,Freelancer
19426,,,Fixed,,8,,,,Freelancer
19427,,,Fixed,,28,,,,Freelancer
19428,,,Fixed,,58,,,,Freelancer
19429,,,Fixed,,15,,,,Freelancer
19430,,,Fixed,,82,,,,Freelancer
19431,,,Fixed,,23,,,,Freelancer
19432,,,Fixed,,54,,,,Freelancer
19433,,,Fixed,,13,,,,Freelancer
19434,,,Fixed,,30,,,,Freelancer
19435,,,Fixed,,80,,,,Freelancer
19436,,,Fixed,,71,,,,Freelancer
19437,,,Fixed,,18,,,,Freelancer
19438,,,Fixed,,89,,,,Freelancer
19439,,,Fixed,,32,,,,Freelancer
19440,,,Fixed,,86,,,,Freelancer
19441,,,Fixed,,69,,,,Freelancer
19442,,,Fixed,,30,,,,Freelancer
19443,,,Fixed,,77,,,,Freelancer
19444,,,Fixed,,59,,,,Freelancer
19445,,,Fixed,,47,,,,Freelancer
19446,,,Fixed,,79,,,,Freelancer
19447,,,Fixed,,19,,,,Freelancer
19448,,,Fixed,,23,,,,Freelancer
19449,,,Fixed,,100,,,,Freelancer
19450,,,Fixed,,27,,,,Freelancer
19451,,,Fixed,,97,,,,Freelancer
19452,,,Fixed,,19,,,,Freelancer
19453,,,Fixed,,76,,,,Freelancer
19454,,,Fixed,,20,,,,Freelancer
19455,,,Fixed,,12,,,,Freelancer
19456,,,Fixed,,38,,,,Freelancer
19457,,,Fixed,,25,,,,Freelancer
19458,,,Fixed,,45,,,,Freelancer
19459,,,Fixed,,83,,,,Freelancer
19460,,,Fixed,,25,,,,Freelancer
19461,,,Fixed,,30,,,,Freelancer
19462,,,Fixed,,75,,,,Freelancer
19463,,,Fixed,,12,,,,Freelancer
19464,,,Fixed,,12,,,,Freelancer
19465,,,Fixed,,26,,,,Freelancer
19466,,,Fixed,,8,,,,Freelancer
19467,,,Fixed,,86,,,,Freelancer
19468,,,Fixed,,72,,,,Freelancer
19469,,,Fixed,,18,,,,Freelancer
19470,,,Fixed,,8,,,,Freelancer
19471,,,Fixed,,16,,,,Freelancer
19472,,,Fixed,,97,,,,Freelancer
19473,,,Fixed,,12,,,,Freelancer
19474,,,Fixed,,83,,,,Freelancer
19475,,,Fixed,,12,,,,Freelancer
19476,,,Fixed,,51,,,,Freelancer
19477,,,Fixed,,28,,,,Freelancer
19478,,,Fixed,,57,,,,Freelancer
19479,,,Fixed,,23,,,,Freelancer
19480,,,Fixed,,71,,,,Freelancer
19481,,,Fixed,,84,,,,Freelancer
19482,,,Fixed,,18,,,,Freelancer
19483,,,Fixed,,85,,,,Freelancer
19484,,,Fixed,,18,,,,Freelancer
19485,,,Fixed,,20,,,,Freelancer
19486,,,Fixed,,90,,,,Freelancer
19487,,,Fixed,,21,,,,Freelancer
19488,,,Fixed,,17,,,,Freelancer
19489,,,Fixed,,76,,,,Freelancer
19490,,,Fixed,,17,,,,Freelancer
19491,,,Fixed,,15,,,,Freelancer
19492,,,Fixed,,93,,,,Freelancer
19493,,,Fixed,,11,,,,Freelancer
19494,,,Fixed,,87,,,,Freelancer
19495,,,Fixed,,94,,,,Freelancer
19496,,,Fixed,,22,,,,Freelancer
19497,,,Fixed,,19,,,,Freelancer
19498,,,Fixed,,17,,,,Freelancer
19499,,,Fixed,,19,,,,Freelancer
19500,,,Fixed,,15,,,,Freelancer
19501,,,Fixed,,9,,,,Freelancer
19502,,,Fixed,,18,,,,Freelancer
19503,,,Fixed,,19,,,,Freelancer
19504,,,Fixed,,19,,,,Freelancer
19505,,,Fixed,,12,,,,Freelancer
19506,,,Fixed,,45,,,,Freelancer
19507,,,Fixed,,24,,,,Freelancer
19508,,,Fixed,,25,,,,Freelancer
19509,,,Fixed,,13,,,,Freelancer
19510,,,Fixed,,67,,,,Freelancer
19511,,,Fixed,,19,,,,Freelancer
19512,,,Fixed,,88,,,,Freelancer
19513,,,Fixed,,13,,,,Freelancer
19514,,,Fixed,,13,,,,Freelancer
19515,,,Fixed,,17,,,,Freelancer
19516,,,Fixed,,82,,,,Freelancer
19517,,,Fixed,,20,,,,Freelancer
19518,,,Fixed,,14,,,,Freelancer
19519,,,Fixed,,55,,,,Freelancer
19520,,,Fixed,,92,,,,Freelancer
19521,,,Fixed,,15,,,,Freelancer
19522,,,Fixed,,14,,,,Freelancer
19523,,,Fixed,,17,,,,Freelancer
19524,,,Fixed,,76,,,,Freelancer
19525,,,Fixed,,81,,,,Freelancer
19526,,,Fixed,,38,,,,Freelancer
19527,,,Fixed,,8,,,,Freelancer
19528,,,Fixed,,13,,,,Freelancer
19529,,,Fixed,,36,,,,Freelancer
19530,,,Fixed,,24,,,,Freelancer
19531,,,Fixed,,48,,,,Freelancer
19532,,,Fixed,,36,,,,Freelancer
19533,,,Fixed,,37,,,,Freelancer
19534,,,Fixed,,75,,,,Freelancer
19535,,,Fixed,,43,,,,Freelancer
19536,,,Fixed,,18,,,,Freelancer
19537,,,Fixed,,14,,,,Freelancer
19538,,,Fixed,,23,,,,Freelancer
19539,,,Fixed,,28,,,,Freelancer
19540,,,Fixed,,76,,,,Freelancer
19541,,,Fixed,,10,,,,Freelancer
19542,,,Fixed,,18,,,,Freelancer
19543,,,Fixed,,35,,,,Freelancer
19544,,,Fixed,,93,,,,Freelancer
19545,,,Fixed,,14,,,,Freelancer
19546,,,Fixed,,22,,,,Freelancer
19547,,,Fixed,,19,,,,Freelancer
19548,,,Fixed,,80,,,,Freelancer
19549,,,Fixed,,24,,,,Freelancer
19550,,,Fixed,,19,,,,Freelancer
19551,,,Fixed,,74,,,,Freelancer
19552,,,Fixed,,38,,,,Freelancer
19553,,,Fixed,,31,,,,Freelancer
19554,,,Fixed,,55,,,,Freelancer
19555,,,Fixed,,67,,,,Freelancer
19556,,,Fixed,,14,,,,Freelancer
19557,,,Fixed,,80,,,,Freelancer
19558,,,Fixed,,11,,,,Freelancer
19559,,,Fixed,,20,,,,Freelancer
19560,,,Fixed,,17,,,,Freelancer
19561,,,Fixed,,57,,,,Freelancer
19562,,,Fixed,,19,,,,Freelancer
19563,,,Fixed,,50,,,,Freelancer
19564,,,Fixed,,64,,,,Freelancer
19565,,,Fixed,,500,,,,Freelancer
19566,,,Fixed,,94,,,,Freelancer
19567,,,Fixed,,71,,,,Freelancer
19568,,,Fixed,,12,,,,Freelancer
19569,,,Fixed,,12.5,,,,Freelancer
19570,,,Fixed,,72,,,,Freelancer
19571,,,Fixed,,50,,,,Freelancer
19572,,,Fixed,,95,,,,Freelancer
19573,,,Fixed,,93,,,,Freelancer
19574,,,Fixed,,72,,,,Freelancer
19575,,,Fixed,,27,,,,Freelancer
19576,,,Fixed,,72,,,,Freelancer
19577,,,Fixed,,100,,,,Freelancer
19578,,,Fixed,,100,,,,Freelancer
19579,,,Fixed,,54,,,,Freelancer
19580,,,Fixed,,24,,,,Freelancer
19581,,,Fixed,,500,,,,Freelancer
19582,,,Fixed,,33,,,,Freelancer
19583,,,Fixed,,28,,,,Freelancer
19584,,,Fixed,,95,,,,Freelancer
19585,,,Fixed,,13,,,,Freelancer
19586,,,Fixed,,86,,,,Freelancer
19587,,,Fixed,,31,,,,Freelancer
19588,,,Fixed,,23,,,,Freelancer
19589,,,Fixed,,73,,,,Freelancer
19590,,,Fixed,,85,,,,Freelancer
19591,,,Fixed,,14,,,,Freelancer
19592,,,Fixed,,17,,,,Freelancer
19593,,,Fixed,,51,,,,Freelancer
19594,,,Fixed,,16,,,,Freelancer
19595,,,Fixed,,25,,,,Freelancer
19596,,,Fixed,,34,,,,Freelancer
19597,,,Fixed,,26,,,,Freelancer
19598,,,Fixed,,500,,,,Freelancer
19599,,,Fixed,,95,,,,Freelancer
19600,,,Fixed,,22,,,,Freelancer
19601,,,Fixed,,65,,,,Freelancer
19602,,,Fixed,,78,,,,Freelancer
19603,,,Fixed,,92,,,,Freelancer
19604,,,Fixed,,77,,,,Freelancer
19605,,,Fixed,,60,,,,Freelancer
19606,,,Fixed,,51,,,,Freelancer
19607,,,Fixed,,74,,,,Freelancer
19608,,,Fixed,,91,,,,Freelancer
19609,,,Fixed,,26,,,,Freelancer
19610,,,Fixed,,20,,,,Freelancer
19611,,,Fixed,,13,,,,Freelancer
19612,,,Fixed,,2250,,,,Freelancer
19613,,,Fixed,,78,,,,Freelancer
19614,,,Fixed,,32,,,,Freelancer
19615,,,Fixed,,41,,,,Freelancer
19616,,,Fixed,,83,,,,Freelancer
19617,,,Fixed,,59,,,,Freelancer
19618,,,Fixed,,27,,,,Freelancer
19619,,,Fixed,,94,,,,Freelancer
19620,,,Fixed,,40,,,,Freelancer
19621,,,Fixed,,24,,,,Freelancer
19622,,,Fixed,,9,,,,Freelancer
19623,,,Fixed,,12,,,,Freelancer
19624,,,Fixed,,12,,,,Freelancer
19625,,,Fixed,,53,,,,Freelancer
19626,,,Fixed,,15,,,,Freelancer
19627,,,Fixed,,22,,,,Freelancer
19628,,,Fixed,,27,,,,Freelancer
19629,,,Fixed,,20,,,,Freelancer
19630,,,Fixed,,62,,,,Freelancer
19631,,,Fixed,,56,,,,Freelancer
19632,,,Fixed,,13,,,,Freelancer
19633,,,Fixed,,23,,,,Freelancer
19634,,,Fixed,,19,,,,Freelancer
19635,,,Fixed,,27,,,,Freelancer
19636,,,Fixed,,36,,,,Freelancer
19637,,,Fixed,,17,,,,Freelancer
19638,,,Fixed,,18,,,,Freelancer
19639,,,Fixed,,75,,,,Freelancer
19640,,,Fixed,,23,,,,Freelancer
19641,,,Fixed,,16,,,,Freelancer
19642,,,Fixed,,94,,,,Freelancer
19643,,,Fixed,,64,,,,Freelancer
19644,,,Fixed,,87,,,,Freelancer
19645,,,Fixed,,11,,,,Freelancer
19646,,,Fixed,,17,,,,Freelancer
19647,,,Fixed,,83,,,,Freelancer
19648,,,Fixed,,94,,,,Freelancer
19649,,,Fixed,,88,,,,Freelancer
19650,,,Fixed,,53,,,,Freelancer
19651,,,Fixed,,43,,,,Freelancer
19652,,,Fixed,,66,,,,Freelancer
19653,,,Fixed,,21,,,,Freelancer
19654,,,Fixed,,13,,,,Freelancer
19655,,,Fixed,,24,,,,Freelancer
19656,,,Fixed,,11,,,,Freelancer
19657,,,Fixed,,11,,,,Freelancer
19658,,,Fixed,,74,,,,Freelancer
19659,,,Fixed,,13,,,,Freelancer
19660,,,Fixed,,27,,,,Freelancer
19661,,,Fixed,,82,,,,Freelancer
19662,,,Fixed,,80,,,,Freelancer
19663,,,Fixed,,76,,,,Freelancer
19664,,,Fixed,,100,,,,Freelancer
19665,,,Fixed,,30,,,,Freelancer
19666,,,Fixed,,13,,,,Freelancer
19667,,,Fixed,,11,,,,Freelancer
19668,,,Fixed,,93,,,,Freelancer
19669,,,Fixed,,26,,,,Freelancer
19670,,,Fixed,,95,,,,Freelancer
19671,,,Fixed,,40,,,,Freelancer
19672,,,Fixed,,75,,,,Freelancer
19673,,,Fixed,,13,,,,Freelancer
19674,,,Fixed,,86,,,,Freelancer
19675,,,Fixed,,91,,,,Freelancer
19676,,,Fixed,,99,,,,Freelancer
19677,,,Fixed,,31,,,,Freelancer
19678,,,Fixed,,23,,,,Freelancer
19679,,,Fixed,,23,,,,Freelancer
19680,,,Fixed,,75,,,,Freelancer
19681,,,Fixed,,26,,,,Freelancer
19682,,,Fixed,,47,,,,Freelancer
19683,,,Fixed,,52,,,,Freelancer
19684,,,Fixed,,81,,,,Freelancer
19685,,,Fixed,,91,,,,Freelancer
19686,,,Fixed,,77,,,,Freelancer
19687,,,Fixed,,70,,,,Freelancer
19688,,,Fixed,,95,,,,Freelancer
19689,,,Fixed,,67,,,,Freelancer
19690,,,Fixed,,17,,,,Freelancer
19691,,,Fixed,,83,,,,Freelancer
19692,,,Fixed,,26,,,,Freelancer
19693,,,Fixed,,23,,,,Freelancer
19694,,,Fixed,,86,,,,Freelancer
19695,,,Fixed,,13,,,,Freelancer
19696,,,Fixed,,80,,,,Freelancer
19697,,,Fixed,,29,,,,Freelancer
19698,,,Fixed,,21,,,,Freelancer
19699,,,Fixed,,95,,,,Freelancer
19700,,,Fixed,,24,,,,Freelancer
19701,,,Fixed,,18,,,,Freelancer
19702,,,Fixed,,21,,,,Freelancer
19703,,,Fixed,,89,,,,Freelancer
19704,,,Fixed,,45,,,,Freelancer
19705,,,Fixed,,11,,,,Freelancer
19706,,,Fixed,,79,,,,Freelancer
19707,,,Fixed,,12,,,,Freelancer
19708,,,Fixed,,19,,,,Freelancer
19709,,,Fixed,,75,,,,Freelancer
19710,,,Fixed,,38,,,,Freelancer
19711,,,Fixed,,37,,,,Freelancer
19712,,,Fixed,,90,,,,Freelancer
19713,,,Fixed,,58,,,,Freelancer
19714,,,Fixed,,31,,,,Freelancer
19715,,,Fixed,,31,,,,Freelancer
19716,,,Fixed,,15,,,,Freelancer
19717,,,Fixed,,93,,,,Freelancer
19718,,,Fixed,,78,,,,Freelancer
19719,,,Fixed,,92,,,,Freelancer
19720,,,Fixed,,100,,,,Freelancer
19721,,,Fixed,,75,,,,Freelancer
19722,,,Fixed,,78,,,,Freelancer
19723,,,Fixed,,98,,,,Freelancer
19724,,,Fixed,,73,,,,Freelancer
19725,,,Fixed,,78,,,,Freelancer
19726,,,Fixed,,72,,,,Freelancer
19727,,,Fixed,,96,,,,Freelancer
19728,,,Fixed,,53,,,,Freelancer
19729,,,Fixed,,69,,,,Freelancer
19730,,,Fixed,,96,,,,Freelancer
19731,,,Fixed,,18,,,,Freelancer
19732,,,Fixed,,98,,,,Freelancer
19733,,,Fixed,,16,,,,Freelancer
19734,,,Fixed,,52,,,,Freelancer
19735,,,Fixed,,90,,,,Freelancer
19736,,,Fixed,,57,,,,Freelancer
19737,,,Fixed,,87,,,,Freelancer
19738,,,Fixed,,15,,,,Freelancer
19739,,,Fixed,,21,,,,Freelancer
19740,,,Fixed,,46,,,,Freelancer
19741,,,Fixed,,17,,,,Freelancer
19742,,,Fixed,,9,,,,Freelancer
19743,,,Fixed,,37,,,,Freelancer
19744,,,Fixed,,22,,,,Freelancer
19745,,,Fixed,,75,,,,Freelancer
19746,,,Fixed,,19,,,,Freelancer
19747,,,Fixed,,18,,,,Freelancer
19748,,,Fixed,,16,,,,Freelancer
19749,,,Fixed,,76,,,,Freelancer
19750,,,Fixed,,20,,,,Freelancer
19751,,,Fixed,,86,,,,Freelancer
19752,,,Fixed,,27,,,,Freelancer
19753,,,Fixed,,16,,,,Freelancer
19754,,,Fixed,,40,,,,Freelancer
19755,,,Fixed,,16,,,,Freelancer
19756,,,Fixed,,9,,,,Freelancer
19757,,,Fixed,,79,,,,Freelancer
19758,,,Fixed,,40,,,,Freelancer
19759,,,Fixed,,17,,,,Freelancer
19760,,,Fixed,,26,,,,Freelancer
19761,,,Fixed,,99,,,,Freelancer
19762,,,Fixed,,19,,,,Freelancer
19763,,,Fixed,,66,,,,Freelancer
19764,,,Fixed,,15,,,,Freelancer
19765,,,Fixed,,22,,,,Freelancer
19766,,,Fixed,,11,,,,Freelancer
19767,,,Fixed,,23,,,,Freelancer
19768,,,Fixed,,15,,,,Freelancer
19769,,,Fixed,,25,,,,Freelancer
19770,,,Fixed,,14,,,,Freelancer
19771,,,Fixed,,31,,,,Freelancer
19772,,,Fixed,,81,,,,Freelancer
19773,,,Fixed,,26,,,,Freelancer
19774,,,Fixed,,30,,,,Freelancer
19775,,,Fixed,,31,,,,Freelancer
19776,,,Fixed,,50,,,,Freelancer
19777,,,Fixed,,14,,,,Freelancer
19778,,,Fixed,,68,,,,Freelancer
19779,,,Fixed,,58,,,,Freelancer
19780,,,Fixed,,44,,,,Freelancer
19781,,,Fixed,,29,,,,Freelancer
19782,,,Fixed,,24,,,,Freelancer
19783,,,Fixed,,84,,,,Freelancer
19784,,,Fixed,,75,,,,Freelancer
19785,,,Fixed,,16,,,,Freelancer
19786,,,Fixed,,85,,,,Freelancer
19787,,,Fixed,,96,,,,Freelancer
19788,,,Fixed,,66,,,,Freelancer
19789,,,Fixed,,81,,,,Freelancer
19790,,,Fixed,,34,,,,Freelancer
19791,,,Fixed,,12,,,,Freelancer
19792,,,Fixed,,47,,,,Freelancer
19793,,,Fixed,,22,,,,Freelancer
19794,,,Fixed,,25,,,,Freelancer
19795,,,Fixed,,27,,,,Freelancer
19796,,,Fixed,,47,,,,Freelancer
19797,,,Fixed,,40,,,,Freelancer
19798,,,Fixed,,500,,,,Freelancer
19799,,,Fixed,,11,,,,Freelancer
19800,,,Fixed,,24,,,,Freelancer
19801,,,Fixed,,97,,,,Freelancer
19802,,,Fixed,,58,,,,Freelancer
19803,,,Fixed,,11,,,,Freelancer
19804,,,Fixed,,77,,,,Freelancer
19805,,,Fixed,,80,,,,Freelancer
19806,,,Fixed,,77,,,,Freelancer
19807,,,Fixed,,29,,,,Freelancer
19808,,,Fixed,,54,,,,Freelancer
19809,,,Fixed,,11,,,,Freelancer
19810,,,Fixed,,45,,,,Freelancer
19811,,,Fixed,,64,,,,Freelancer
19812,,,Fixed,,11,,,,Freelancer
19813,,,Fixed,,26,,,,Freelancer
19814,,,Fixed,,46,,,,Freelancer
19815,,,Fixed,,86,,,,Freelancer
19816,,,Fixed,,4428.5,,,,Freelancer
19817,,,Fixed,,19,,,,Freelancer
19818,,,Fixed,,13,,,,Freelancer
19819,,,Fixed,,87,,,,Freelancer
19820,,,Fixed,,7,,,,Freelancer
19821,,,Fixed,,31,,,,Freelancer
19822,,,Fixed,,73,,,,Freelancer
19823,,,Fixed,,15,,,,Freelancer
19824,,,Fixed,,19,,,,Freelancer
19825,,,Fixed,,11,,,,Freelancer
19826,,,Fixed,,23,,,,Freelancer
19827,,,Fixed,,12,,,,Freelancer
19828,,,Fixed,,26,,,,Freelancer
19829,,,Fixed,,14,,,,Freelancer
19830,,,Fixed,,19,,,,Freelancer
19831,,,Fixed,,11,,,,Freelancer
19832,,,Fixed,,95,,,,Freelancer
19833,,,Fixed,,26,,,,Freelancer
19834,,,Fixed,,18,,,,Freelancer
19835,,,Fixed,,71,,,,Freelancer
19836,,,Fixed,,52,,,,Freelancer
19837,,,Fixed,,87,,,,Freelancer
19838,,,Fixed,,96,,,,Freelancer
19839,,,Fixed,,81,,,,Freelancer
19840,,,Fixed,,85,,,,Freelancer
19841,,,Fixed,,26,,,,Freelancer
19842,,,Fixed,,95,,,,Freelancer
19843,,,Fixed,,18,,,,Freelancer
19844,,,Fixed,,18,,,,Freelancer
19845,,,Fixed,,97,,,,Freelancer
19846,,,Fixed,,19,,,,Freelancer
19847,,,Fixed,,14,,,,Freelancer
19848,,,Fixed,,60,,,,Freelancer
19849,,,Fixed,,84,,,,Freelancer
19850,,,Fixed,,51,,,,Freelancer
19851,,,Fixed,,57,,,,Freelancer
19852,,,Fixed,,26,,,,Freelancer
19853,,,Fixed,,43,,,,Freelancer
19854,,,Fixed,,13,,,,Freelancer
19855,,,Fixed,,35,,,,Freelancer
19856,,,Fixed,,18,,,,Freelancer
19857,,,Fixed,,84,,,,Freelancer
19858,,,Fixed,,75,,,,Freelancer
19859,,,Fixed,,99,,,,Freelancer
19860,,,Fixed,,41,,,,Freelancer
19861,,,Fixed,,47,,,,Freelancer
19862,,,Fixed,,20,,,,Freelancer
19863,,,Fixed,,92,,,,Freelancer
19864,,,Fixed,,25,,,,Freelancer
19865,,,Fixed,,34,,,,Freelancer
19866,,,Fixed,,90,,,,Freelancer
19867,,,Fixed,,500,,,,Freelancer
19868,,,Fixed,,40,,,,Freelancer
19869,,,Fixed,,93,,,,Freelancer
19870,,,Fixed,,22,,,,Freelancer
19871,,,Fixed,,27,,,,Freelancer
19872,,,Fixed,,35,,,,Freelancer
19873,,,Fixed,,90,,,,Freelancer
19874,,,Fixed,,140,,,,Freelancer
19875,,,Fixed,,26,,,,Freelancer
19876,,,Fixed,,96,,,,Freelancer
19877,,,Fixed,,94,,,,Freelancer
19878,,,Fixed,,24,,,,Freelancer
19879,,,Fixed,,84,,,,Freelancer
19880,,,Fixed,,29,,,,Freelancer
19881,,,Fixed,,35,,,,Freelancer
19882,,,Fixed,,82,,,,Freelancer
19883,,,Fixed,,59,,,,Freelancer
19884,,,Fixed,,12,,,,Freelancer
19885,,,Fixed,,22,,,,Freelancer
19886,,,Fixed,,52,,,,Freelancer
19887,,,Fixed,,41,,,,Freelancer
19888,,,Fixed,,33,,,,Freelancer
19889,,,Fixed,,20,,,,Freelancer
19890,,,Fixed,,68,,,,Freelancer
19891,,,Fixed,,28,,,,Freelancer
19892,,,Fixed,,15,,,,Freelancer
19893,,,Fixed,,19,,,,Freelancer
19894,,,Fixed,,25,,,,Freelancer
19895,,,Fixed,,24,,,,Freelancer
19896,,,Fixed,,84,,,,Freelancer
19897,,,Fixed,,15,,,,Freelancer
19898,,,Fixed,,25,,,,Freelancer
19899,,,Fixed,,73,,,,Freelancer
19900,,,Fixed,,27,,,,Freelancer
19901,,,Fixed,,810,,,,Freelancer
19902,,,Fixed,,16,,,,Freelancer
19903,,,Fixed,,30,,,,Freelancer
19904,,,Fixed,,18,,,,Freelancer
19905,,,Fixed,,85,,,,Freelancer
19906,,,Fixed,,26,,,,Freelancer
19907,,,Fixed,,55,,,,Freelancer
19908,,,Fixed,,88,,,,Freelancer
19909,,,Fixed,,56,,,,Freelancer
19910,,,Fixed,,95,,,,Freelancer
19911,,,Fixed,,47,,,,Freelancer
19912,,,Fixed,,84,,,,Freelancer
19913,,,Fixed,,91,,,,Freelancer
19914,,,Fixed,,80,,,,Freelancer
19915,,,Fixed,,97,,,,Freelancer
19916,,,Fixed,,36,,,,Freelancer
19917,,,Fixed,,10,,,,Freelancer
19918,,,Fixed,,10,,,,Freelancer
19919,,,Fixed,,89,,,,Freelancer
19920,,,Fixed,,14,,,,Freelancer
19921,,,Fixed,,60,,,,Freelancer
19922,,,Fixed,,29,,,,Freelancer
19923,,,Fixed,,18,,,,Freelancer
19924,,,Fixed,,17,,,,Freelancer
19925,,,Fixed,,32,,,,Freelancer
19926,,,Fixed,,12,,,,Freelancer
19927,,,Fixed,,28,,,,Freelancer
19928,,,Fixed,,73,,,,Freelancer
19929,,,Fixed,,66,,,,Freelancer
19930,,,Fixed,,72,,,,Freelancer
19931,,,Fixed,,65,,,,Freelancer
19932,,,Fixed,,69,,,,Freelancer
19933,,,Fixed,,93,,,,Freelancer
19934,,,Fixed,,79,,,,Freelancer
19935,,,Fixed,,83,,,,Freelancer
19936,,,Fixed,,33,,,,Freelancer
19937,,,Fixed,,70,,,,Freelancer
19938,,,Fixed,,22,,,,Freelancer
19939,,,Fixed,,99,,,,Freelancer
19940,,,Fixed,,34,,,,Freelancer
19941,,,Fixed,,15,,,,Freelancer
19942,,,Fixed,,13,,,,Freelancer
19943,,,Fixed,,92,,,,Freelancer
19944,,,Fixed,,22,,,,Freelancer
19945,,,Fixed,,38,,,,Freelancer
19946,,,Fixed,,150,,,,Freelancer
19947,,,Fixed,,98,,,,Freelancer
19948,,,Fixed,,64,,,,Freelancer
19949,,,Fixed,,10,,,,Freelancer
19950,,,Fixed,,89.5,,,,Freelancer
19951,,,Fixed,,42,,,,Freelancer
19952,,,Fixed,,23,,,,Freelancer
19953,,,Fixed,,49,,,,Freelancer
19954,,,Fixed,,36,,,,Freelancer
19955,,,Fixed,,54,,,,Freelancer
19956,,,Fixed,,38,,,,Freelancer
19957,,,Fixed,,27,,,,Freelancer
19958,,,Fixed,,8,,,,Freelancer
19959,,,Fixed,,78,,,,Freelancer
19960,,,Fixed,,27,,,,Freelancer
19961,,,Fixed,,98,,,,Freelancer
19962,,,Fixed,,15,,,,Freelancer
19963,,,Fixed,,16,,,,Freelancer
19964,,,Fixed,,25,,,,Freelancer
19965,,,Fixed,,72,,,,Freelancer
19966,,,Fixed,,79,,,,Freelancer
19967,,,Fixed,,35,,,,Freelancer
19968,,,Fixed,,69,,,,Freelancer
19969,,,Fixed,,91,,,,Freelancer
19970,,,Fixed,,15,,,,Freelancer
19971,,,Fixed,,13,,,,Freelancer
19972,,,Fixed,,28,,,,Freelancer
19973,,,Fixed,,25,,,,Freelancer
19974,,,Fixed,,11,,,,Freelancer
19975,,,Fixed,,29,,,,Freelancer
19976,,,Fixed,,54,,,,Freelancer
19977,,,Fixed,,75,,,,Freelancer
19978,,,Fixed,,14,,,,Freelancer
19979,,,Fixed,,70,,,,Freelancer
19980,,,Fixed,,19,,,,Freelancer
19981,,,Fixed,,16,,,,Freelancer
19982,,,Fixed,,48,,,,Freelancer
19983,,,Fixed,,64,,,,Freelancer
19984,,,Fixed,,8,,,,Freelancer
19985,,,Fixed,,79,,,,Freelancer
19986,,,Fixed,,23,,,,Freelancer
19987,,,Fixed,,19,,,,Freelancer
19988,,,Fixed,,16,,,,Freelancer
19989,,,Fixed,,19,,,,Freelancer
19990,,,Fixed,,68,,,,Freelancer
19991,,,Fixed,,80,,,,Freelancer
19992,,,Fixed,,12,,,,Freelancer
19993,,,Fixed,,57,,,,Freelancer
19994,,,Fixed,,86,,,,Freelancer
19995,,,Fixed,,29,,,,Freelancer
19996,,,Fixed,,16,,,,Freelancer
19997,,,Fixed,,53,,,,Freelancer
19998,,,Fixed,,28,,,,Freelancer
19999,,,Fixed,,57,,,,Freelancer
20000,,,Fixed,,50,,,,Freelancer
20001,,,Fixed,,33,,,,Freelancer
20002,,,Fixed,,36,,,,Freelancer
20003,,,Fixed,,60,,,,Freelancer
20004,,,Fixed,,44,,,,Freelancer
20005,,,Fixed,,87,,,,Freelancer
20006,,,Fixed,,30,,,,Freelancer
20007,,,Fixed,,66,,,,Freelancer
20008,,,Fixed,,11,,,,Freelancer
20009,,,Fixed,,68,,,,Freelancer
20010,,,Fixed,,20,,,,Freelancer
20011,,,Fixed,,94,,,,Freelancer
20012,,,Fixed,,1125,,,,Freelancer
20013,,,Fixed,,76,,,,Freelancer
20014,,,Fixed,,12,,,,Freelancer
20015,,,Fixed,,53,,,,Freelancer
20016,,,Fixed,,72,,,,Freelancer
20017,,,Fixed,,73,,,,Freelancer
20018,,,Fixed,,16,,,,Freelancer
20019,,,Fixed,,72,,,,Freelancer
20020,,,Fixed,,97,,,,Freelancer
20021,,,Fixed,,67,,,,Freelancer
20022,,,Fixed,,13,,,,Freelancer
20023,,,Fixed,,40,,,,Freelancer
20024,,,Fixed,,84,,,,Freelancer
20025,,,Fixed,,67,,,,Freelancer
20026,,,Fixed,,30,,,,Freelancer
20027,,,Fixed,,97,,,,Freelancer
20028,,,Fixed,,10,,,,Freelancer
20029,,,Fixed,,38,,,,Freelancer
20030,,,Fixed,,4391.5,,,,Freelancer
20031,,,Fixed,,68,,,,Freelancer
20032,,,Fixed,,53,,,,Freelancer
20033,,,Fixed,,23,,,,Freelancer
20034,,,Fixed,,21,,,,Freelancer
20035,,,Fixed,,53,,,,Freelancer
20036,,,Fixed,,36,,,,Freelancer
20037,,,Fixed,,13,,,,Freelancer
20038,,,Fixed,,72,,,,Freelancer
20039,,,Fixed,,68,,,,Freelancer
20040,,,Fixed,,16,,,,Freelancer
20041,,,Fixed,,15,,,,Freelancer
20042,,,Fixed,,12,,,,Freelancer
20043,,,Fixed,,140,,,,Freelancer
20044,,,Fixed,,22,,,,Freelancer
20045,,,Fixed,,86,,,,Freelancer
20046,,,Fixed,,38,,,,Freelancer
20047,,,Fixed,,86,,,,Freelancer
20048,,,Fixed,,30,,,,Freelancer
20049,,,Fixed,,23,,,,Freelancer
